ticker,cik,accession_number,form,filing_date,accepted_at,items,primary_document,archive_dir,index_json_url,classification_status
UAL,0000100517,0000100517-18-000003,8-K,2018-07-06,2018-07-06T20:21:05.000Z,2.02,ual_063018sc8k.htm,https://www.sec.gov/Archives/edgar/data/100517/000010051718000003,https://www.sec.gov/Archives/edgar/data/100517/000010051718000003/index.json,NOT_CLASSIFIED
PNC,0000713676,0000713676-18-000056,8-K,2018-07-13,2018-07-13T10:59:42.000Z,2.02,q220188-kfh.htm,https://www.sec.gov/Archives/edgar/data/713676/000071367618000056,https://www.sec.gov/Archives/edgar/data/713676/000071367618000056/index.json,NOT_CLASSIFIED
AXP,0000004962,0000004962-18-000087,8-K,2018-07-16,2018-07-16T10:05:20.000Z,7.01,creditstatsjuly2018.htm,https://www.sec.gov/Archives/edgar/data/4962/000000496218000087,https://www.sec.gov/Archives/edgar/data/4962/000000496218000087/index.json,NOT_CLASSIFIED
UAL,0000100517,0001104659-18-045134,8-K,2018-07-16,2018-07-16T11:00:36.000Z,7.01,a18-17248_18k.htm,https://www.sec.gov/Archives/edgar/data/100517/000110465918045134,https://www.sec.gov/Archives/edgar/data/100517/000110465918045134/index.json,NOT_CLASSIFIED
UAL,0000100517,0000100517-18-000009,8-K,2018-07-17,2018-07-17T20:15:58.000Z,"2.02,7.01",ual_063018er8k.htm,https://www.sec.gov/Archives/edgar/data/100517/000010051718000009,https://www.sec.gov/Archives/edgar/data/100517/000010051718000009/index.json,NOT_CLASSIFIED
AXP,0000004962,0000004962-18-000090,8-K,2018-07-18,2018-07-18T20:06:54.000Z,"2.02,7.01",earnings8kq22018.htm,https://www.sec.gov/Archives/edgar/data/4962/000000496218000090,https://www.sec.gov/Archives/edgar/data/4962/000000496218000090/index.json,NOT_CLASSIFIED
COF,0000927628,0000927628-18-000266,8-K,2018-07-19,2018-07-19T20:02:15.000Z,7.01,june2018creditmetricsform8.htm,https://www.sec.gov/Archives/edgar/data/927628/000092762818000266,https://www.sec.gov/Archives/edgar/data/927628/000092762818000266/index.json,NOT_CLASSIFIED
KIM,0000879101,0001437749-18-013632,8-K,2018-07-24,2018-07-24T12:11:08.000Z,7.01,kim20180723_8k.htm,https://www.sec.gov/Archives/edgar/data/879101/000143774918013632,https://www.sec.gov/Archives/edgar/data/879101/000143774918013632/index.json,NOT_CLASSIFIED
DTE,0000936340,0000936340-18-000184,8-K,2018-07-25,2018-07-25T10:49:29.000Z,"2.02,7.01",a8-kearningsrelease2ndquar.htm,https://www.sec.gov/Archives/edgar/data/936340/000093634018000184,https://www.sec.gov/Archives/edgar/data/936340/000093634018000184/index.json,NOT_CLASSIFIED
IVZ,0000914208,0000914208-18-000354,8-K,2018-07-26,2018-07-26T12:25:56.000Z,2.02,ivz8k2q18cover.htm,https://www.sec.gov/Archives/edgar/data/914208/000091420818000354,https://www.sec.gov/Archives/edgar/data/914208/000091420818000354/index.json,NOT_CLASSIFIED
EIX,0000827052,0000827052-18-000135,8-K,2018-07-26,2018-07-26T20:06:11.000Z,"2.02,7.01",eix-sceform8xkre2q2018er.htm,https://www.sec.gov/Archives/edgar/data/827052/000082705218000135,https://www.sec.gov/Archives/edgar/data/827052/000082705218000135/index.json,NOT_CLASSIFIED
COF,0000927628,0000927628-18-000278,8-K,2018-07-26,2018-07-26T21:04:05.000Z,7.01,a8-kdated7262018.htm,https://www.sec.gov/Archives/edgar/data/927628/000092762818000278,https://www.sec.gov/Archives/edgar/data/927628/000092762818000278/index.json,NOT_CLASSIFIED
TDG,0001260221,0001260221-18-000043,8-K,2018-07-30,2018-07-30T20:14:10.000Z,7.01,a8-kcfoannouncement73018.htm,https://www.sec.gov/Archives/edgar/data/1260221/000126022118000043,https://www.sec.gov/Archives/edgar/data/1260221/000126022118000043/index.json,NOT_CLASSIFIED
HUM,0000049071,0001193125-18-233903,8-K,2018-08-01,2018-08-01T11:30:10.000Z,"2.02,7.01",d594073d8k.htm,https://www.sec.gov/Archives/edgar/data/49071/000119312518233903,https://www.sec.gov/Archives/edgar/data/49071/000119312518233903/index.json,NOT_CLASSIFIED
MAA,0000912595,0000912595-18-000038,8-K,2018-08-01,2018-08-01T20:25:02.000Z,2.02,maa63018-er.htm,https://www.sec.gov/Archives/edgar/data/912595/000091259518000038,https://www.sec.gov/Archives/edgar/data/912595/000091259518000038/index.json,NOT_CLASSIFIED
DE,0000315189,0001104659-18-050364,8-K,2018-08-08,2018-08-08T13:00:26.000Z,7.01,a18-18136_18k.htm,https://www.sec.gov/Archives/edgar/data/315189/000110465918050364,https://www.sec.gov/Archives/edgar/data/315189/000110465918050364/index.json,NOT_CLASSIFIED
IVZ,0000914208,0000914208-18-000359,8-K,2018-08-10,2018-08-10T12:53:20.000Z,7.01,a8k0718coverpageaumrelease.htm,https://www.sec.gov/Archives/edgar/data/914208/000091420818000359,https://www.sec.gov/Archives/edgar/data/914208/000091420818000359/index.json,NOT_CLASSIFIED
COF,0000927628,0000927628-18-000294,8-K,2018-08-15,2018-08-14T21:34:53.000Z,7.01,july2018creditmetricsform8.htm,https://www.sec.gov/Archives/edgar/data/927628/000092762818000294,https://www.sec.gov/Archives/edgar/data/927628/000092762818000294/index.json,NOT_CLASSIFIED
PGR,0000080661,0000080661-18-000041,8-K,2018-08-15,2018-08-15T12:45:56.000Z,7.01,a8-kjuly2018earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/80661/000008066118000041,https://www.sec.gov/Archives/edgar/data/80661/000008066118000041/index.json,NOT_CLASSIFIED
DTE,0000936340,0000936340-18-000203,8-K,2018-08-15,2018-08-15T20:16:55.000Z,7.01,a8-kmacquarie81518.htm,https://www.sec.gov/Archives/edgar/data/936340/000093634018000203,https://www.sec.gov/Archives/edgar/data/936340/000093634018000203/index.json,NOT_CLASSIFIED
ALL,0000899051,0000899051-18-000047,8-K,2018-08-16,2018-08-16T12:00:36.000Z,7.01,a8-k81618.htm,https://www.sec.gov/Archives/edgar/data/899051/000089905118000047,https://www.sec.gov/Archives/edgar/data/899051/000089905118000047/index.json,NOT_CLASSIFIED
CINF,0000020286,0000020286-18-000054,8-K,2018-08-20,2018-08-20T13:04:10.000Z,7.01,transitions8-k08x20x18.htm,https://www.sec.gov/Archives/edgar/data/20286/000002028618000054,https://www.sec.gov/Archives/edgar/data/20286/000002028618000054/index.json,NOT_CLASSIFIED
DTE,0000936340,0000936340-18-000206,8-K,2018-08-28,2018-08-28T20:17:04.000Z,7.01,a8-kinvestormeetingcalldet.htm,https://www.sec.gov/Archives/edgar/data/936340/000093634018000206,https://www.sec.gov/Archives/edgar/data/936340/000093634018000206/index.json,NOT_CLASSIFIED
UDR,0000074208,0000074208-18-000067,8-K,2018-09-04,2018-09-04T20:30:39.000Z,7.01,c208-20180904x8k.htm,https://www.sec.gov/Archives/edgar/data/74208/000007420818000067,https://www.sec.gov/Archives/edgar/data/74208/000007420818000067/index.json,NOT_CLASSIFIED
DTE,0000936340,0000936340-18-000208,8-K,2018-09-05,2018-09-05T20:16:44.000Z,7.01,a8-kbarclays9518.htm,https://www.sec.gov/Archives/edgar/data/936340/000093634018000208,https://www.sec.gov/Archives/edgar/data/936340/000093634018000208/index.json,NOT_CLASSIFIED
F,0000037996,0000037996-18-000071,8-K,2018-09-06,2018-09-06T12:01:02.000Z,7.01,a8-kdated9x6x2018.htm,https://www.sec.gov/Archives/edgar/data/37996/000003799618000071,https://www.sec.gov/Archives/edgar/data/37996/000003799618000071/index.json,NOT_CLASSIFIED
MAA,0000912595,0001144204-18-049037,8-K,2018-09-11,2018-09-11T20:25:19.000Z,7.01,tv502700_8k.htm,https://www.sec.gov/Archives/edgar/data/912595/000114420418049037,https://www.sec.gov/Archives/edgar/data/912595/000114420418049037/index.json,NOT_CLASSIFIED
LUV,0000092380,0000092380-18-000123,8-K,2018-09-12,2018-09-12T10:17:30.000Z,7.01,traffic8k082018cover.htm,https://www.sec.gov/Archives/edgar/data/92380/000009238018000123,https://www.sec.gov/Archives/edgar/data/92380/000009238018000123/index.json,NOT_CLASSIFIED
USB,0000036104,0001193125-18-272265,8-K,2018-09-13,2018-09-13T12:02:11.000Z,7.01,d616236d8k.htm,https://www.sec.gov/Archives/edgar/data/36104/000119312518272265,https://www.sec.gov/Archives/edgar/data/36104/000119312518272265/index.json,NOT_CLASSIFIED
PGR,0000080661,0000080661-18-000045,8-K,2018-09-13,2018-09-13T12:29:49.000Z,7.01,a8-kaugust2018earningsrele.htm,https://www.sec.gov/Archives/edgar/data/80661/000008066118000045,https://www.sec.gov/Archives/edgar/data/80661/000008066118000045/index.json,NOT_CLASSIFIED
IVZ,0000914208,0000914208-18-000385,8-K,2018-09-13,2018-09-13T13:03:35.000Z,7.01,a8k0818coverpageaumrelease.htm,https://www.sec.gov/Archives/edgar/data/914208/000091420818000385,https://www.sec.gov/Archives/edgar/data/914208/000091420818000385/index.json,NOT_CLASSIFIED
F,0000037996,0000037996-18-000075,8-K,2018-09-14,2018-09-14T17:32:01.000Z,7.01,fixedincomepresentation8-k.htm,https://www.sec.gov/Archives/edgar/data/37996/000003799618000075,https://www.sec.gov/Archives/edgar/data/37996/000003799618000075/index.json,NOT_CLASSIFIED
COF,0000927628,0000927628-18-000299,8-K,2018-09-17,2018-09-14T21:34:40.000Z,7.01,august2018creditmetricsfor.htm,https://www.sec.gov/Archives/edgar/data/927628/000092762818000299,https://www.sec.gov/Archives/edgar/data/927628/000092762818000299/index.json,NOT_CLASSIFIED
PPL,0000922224,0000922224-18-000061,8-K,2018-09-17,2018-09-17T11:54:05.000Z,7.01,ppl091720188k.htm,https://www.sec.gov/Archives/edgar/data/922224/000092222418000061,https://www.sec.gov/Archives/edgar/data/922224/000092222418000061/index.json,NOT_CLASSIFIED
AXP,0000004962,0000004962-18-000108,8-K,2018-09-17,2018-09-17T12:00:58.000Z,7.01,creditstatssept2018.htm,https://www.sec.gov/Archives/edgar/data/4962/000000496218000108,https://www.sec.gov/Archives/edgar/data/4962/000000496218000108/index.json,NOT_CLASSIFIED
ORLY,0000898173,0000898173-18-000194,8-K,2018-10-01,2018-10-01T20:30:57.000Z,7.01,orly-20181001x3q2018earnin.htm,https://www.sec.gov/Archives/edgar/data/898173/000089817318000194,https://www.sec.gov/Archives/edgar/data/898173/000089817318000194/index.json,NOT_CLASSIFIED
CNP,0001130310,0001193125-18-290199,8-K,2018-10-02,2018-10-02T10:32:04.000Z,7.01,d604625d8k.htm,https://www.sec.gov/Archives/edgar/data/1130310/000119312518290199,https://www.sec.gov/Archives/edgar/data/1130310/000119312518290199/index.json,NOT_CLASSIFIED
DTE,0000936340,0000936340-18-000221,8-K,2018-10-02,2018-10-02T20:19:39.000Z,7.01,a8-kwolfexguggenheim10218.htm,https://www.sec.gov/Archives/edgar/data/936340/000093634018000221,https://www.sec.gov/Archives/edgar/data/936340/000093634018000221/index.json,NOT_CLASSIFIED
