ticker,sector_etf,rush_episode_start,settlement_date,publication_date,fold_id,days_to_cover,previous_days_to_cover,two_period_days_to_cover,sector_percentile,exposed,execution_date,outcome_end,minimum_return_63d,terminal_return_63d,adverse_path
PGR,XLF,2023-01-06,2022-12-30,2023-01-11,F2,1.09,1.34,1.33,0.1111111111111111,False,2023-01-12,2023-04-14,-0.05280583913892356,0.022598370189085726,False
STLD,XLB,2023-01-06,2022-12-30,2023-01-11,F2,1.0,2.92,4.16,0.3333333333333333,False,2023-01-12,2023-04-14,-0.07810101547665982,-0.04989164770214327,False
WAB,XLI,2023-01-06,2022-12-30,2023-01-11,F2,3.25,2.63,5.15,0.7857142857142857,False,2023-01-12,2023-04-14,-0.09824490085052306,-0.03568491080893643,False
APD,XLB,2023-01-06,2022-12-30,2023-01-11,F2,2.49,2.63,2.77,0.6666666666666666,False,2023-01-12,2023-04-14,-0.13948596380139777,-0.07155815127051912,True
TJX,XLY,2023-01-06,2022-12-30,2023-01-11,F2,1.72,1.7,1.63,0.2,False,2023-01-12,2023-04-14,-0.09896642565994485,-0.05424563289784079,False
UAL,XLI,2023-01-06,2022-12-30,2023-01-11,F2,2.75,1.72,3.63,0.6428571428571429,False,2023-01-12,2023-04-14,-0.1937621594007649,-0.18771932188434082,True
MDLZ,XLP,2023-01-06,2022-12-30,2023-01-11,F2,2.03,1.74,2.36,0.5,False,2023-01-12,2023-04-14,-0.043738765211964514,0.051438864160067155,False
TDG,XLI,2023-01-06,2022-12-30,2023-01-11,F2,5.57,4.65,6.08,0.9285714285714286,False,2023-01-12,2023-04-14,-0.029344447871933688,0.10530721975878565,False
HIG,XLF,2023-01-06,2022-12-30,2023-01-11,F2,2.41,2.02,1.6,0.5555555555555556,False,2023-01-12,2023-04-14,-0.13847921513000272,-0.10274198576868743,True
WYNN,XLY,2023-01-06,2022-12-30,2023-01-11,F2,2.78,3.88,2.56,0.8,False,2023-01-12,2023-04-14,-0.006084646785244785,0.12554495870010163,False
ULTA,XLY,2023-01-06,2022-12-30,2023-01-11,F2,2.19,1.78,2.42,0.6,False,2023-01-12,2023-04-14,-0.007543239739502328,0.08708291008460445,False
XOM,XLE,2022-12-30,2022-12-30,2023-01-11,F2,1.97,2.14,2.9,0.5,False,2023-01-12,2023-04-14,-0.11139153168116422,0.032882961407546096,False
DD,XLB,2023-01-06,2022-12-30,2023-01-11,F2,9.17,7.47,7.48,1.0,False,2023-01-12,2023-04-14,-0.0918376401983263,-0.05271458207425339,False
AME,XLI,2023-01-06,2022-12-30,2023-01-11,F2,2.34,1.97,1.85,0.2857142857142857,False,2023-01-12,2023-04-14,-0.07771614500888724,-0.04777639740322592,False
CB,XLF,2023-01-06,2022-12-30,2023-01-11,F2,1.21,1.04,1.01,0.2222222222222222,False,2023-01-12,2023-04-14,-0.17181954585627734,-0.12832014472572295,True
GE,XLI,2022-12-30,2022-12-30,2023-01-11,F2,2.14,2.25,2.9,0.21428571428571427,False,2023-01-12,2023-04-14,-0.025361337208999246,0.21136776282363257,False
URI,XLI,2023-01-06,2022-12-30,2023-01-11,F2,6.66,5.27,4.7,1.0,True,2023-01-12,2023-04-14,-0.10044422035635181,-0.03186402329357363,False
PNW,XLU,2023-01-06,2022-12-30,2023-01-11,F2,1.82,1.96,2.33,0.5,False,2023-01-12,2023-04-14,-0.04235055724618031,0.042101017579928346,False
FLEX,XLK,2023-01-13,2023-01-13,2023-01-25,F2,2.69,5.06,2.85,1.0,False,2023-01-26,2023-04-27,-0.17760129287620285,-0.15670705440830646,True
INCY,XLV,2023-01-20,2023-01-13,2023-01-25,F2,1.87,3.93,4.02,0.375,False,2023-01-26,2023-04-27,-0.1834670199672198,-0.1437042239562023,True
VTRS,XLV,2023-01-20,2023-01-13,2023-01-25,F2,2.05,2.45,2.73,0.625,False,2023-01-26,2023-04-27,-0.2093711313088259,-0.19546977577309765,True
IBKR,XLF,2023-01-13,2023-01-13,2023-01-25,F2,2.94,3.54,2.35,0.3333333333333333,False,2023-01-26,2023-04-27,-0.03830261343017183,-0.011148430557040068,False
VLO,XLE,2023-01-20,2023-01-13,2023-01-25,F2,2.85,3.14,2.55,1.0,False,2023-01-26,2023-04-27,-0.22994822394829217,-0.22994822394829217,True
BEN,XLF,2023-01-13,2023-01-13,2023-01-25,F2,6.18,6.47,6.12,1.0,False,2023-01-26,2023-04-27,-0.13535816803692868,-0.1111105728842251,True
PFG,XLF,2023-01-13,2023-01-13,2023-01-25,F2,5.97,6.66,6.3,0.8333333333333334,False,2023-01-26,2023-04-27,-0.23787250192727727,-0.18352071267463832,True
XOM,XLE,2023-01-20,2023-01-13,2023-01-25,F2,2.37,1.97,2.14,0.6666666666666666,False,2023-01-26,2023-04-27,-0.1456500910712123,-0.00026338085418342594,True
NUE,XLB,2023-02-03,2023-01-31,2023-02-09,F2,3.12,3.46,3.81,0.6,False,2023-02-10,2023-05-12,-0.15922620775207796,-0.1496265937308604,True
HSIC,XLV,2023-02-03,2023-01-31,2023-02-09,F2,6.26,6.43,6.59,1.0,False,2023-02-10,2023-05-12,-0.13069237640372855,-0.11210503386207937,True
BKNG,XLY,2023-01-27,2023-01-31,2023-02-09,F2,2.06,2.28,2.61,0.14285714285714285,False,2023-02-10,2023-05-12,0.0,0.12027515004968592,False
SNA,XLI,2023-02-03,2023-01-31,2023-02-09,F2,9.54,9.63,10.04,1.0,False,2023-02-10,2023-05-12,-0.08396899326927898,0.025493380055519932,False
ITW,XLI,2023-02-03,2023-01-31,2023-02-09,F2,6.42,7.4,7.06,0.9411764705882353,False,2023-02-10,2023-05-12,-0.030061800979946707,-0.024383578256181315,False
PH,XLI,2023-02-03,2023-01-31,2023-02-09,F2,1.63,1.56,2.41,0.29411764705882354,False,2023-02-10,2023-05-12,-0.12600336537569412,-0.06711894637845484,True
JBL,XLK,2023-02-03,2023-01-31,2023-02-09,F2,1.64,1.59,2.26,0.3333333333333333,False,2023-02-10,2023-05-12,-0.08273198998915698,-0.03512966461003819,False
AME,XLI,2023-02-03,2023-01-31,2023-02-09,F2,1.39,1.89,2.34,0.11764705882352941,False,2023-02-10,2023-05-12,-0.0740346791939478,0.006833339809535044,False
OMC,XLC,2023-01-27,2023-01-31,2023-02-09,F2,7.88,6.91,6.6,1.0,True,2023-02-10,2023-05-12,-0.05298592460552298,0.02663209134416422,False
JPM,XLF,2023-01-27,2023-01-31,2023-02-09,F2,1.52,1.71,1.88,0.38461538461538464,False,2023-02-10,2023-05-12,-0.11436472341353354,-0.04174398614824615,False
PHM,XLY,2023-01-27,2023-01-31,2023-02-09,F2,2.96,4.41,4.63,0.7142857142857143,False,2023-02-10,2023-05-12,-0.057520456153974164,0.2259062075568028,False
AMP,XLF,2023-01-27,2023-01-31,2023-02-09,F2,1.32,1.71,1.51,0.23076923076923078,False,2023-02-10,2023-05-12,-0.19529364100785784,-0.15723326688756445,True
GWW,XLI,2023-02-03,2023-01-31,2023-02-09,F2,4.7,4.86,4.81,0.8823529411764706,False,2023-02-10,2023-05-12,-0.022590034931543657,0.045763138066451825,False
STT,XLF,2023-01-27,2023-01-31,2023-02-09,F2,1.14,1.15,1.28,0.15384615384615385,False,2023-02-10,2023-05-12,-0.27518180979930706,-0.27518180979930706,True
RCL,XLY,2023-01-27,2023-01-31,2023-02-09,F2,6.21,4.31,6.38,1.0,False,2023-02-10,2023-05-12,-0.16862083368843805,0.048436653543218355,True
FLEX,XLK,2023-02-03,2023-01-31,2023-02-09,F2,2.15,2.69,5.06,0.6666666666666666,False,2023-02-10,2023-05-12,-0.1947626182553187,-0.0339607285672886,True
FICO,XLK,2023-02-03,2023-01-31,2023-02-09,F2,3.09,4.6,5.19,1.0,False,2023-02-10,2023-05-12,-0.03647033206004069,0.0943022059330807,False
BSX,XLV,2023-02-03,2023-01-31,2023-02-09,F2,1.99,2.02,2.81,0.2222222222222222,False,2023-02-10,2023-05-12,-0.021172983479558982,0.1293669419756256,False
PGR,XLF,2023-01-27,2023-01-31,2023-02-09,F2,1.09,1.44,1.09,0.07692307692307693,False,2023-02-10,2023-05-12,-0.09798354055102343,-0.037536739299235955,False
HBAN,XLF,2023-02-03,2023-01-31,2023-02-09,F2,2.33,3.54,4.31,0.46153846153846156,False,2023-02-10,2023-05-12,-0.3820707683637534,-0.3820707683637534,True
RF,XLF,2023-02-03,2023-01-31,2023-02-09,F2,2.74,3.38,3.3,0.6153846153846154,False,2023-02-10,2023-05-12,-0.33823519857837836,-0.32885464606419346,True
WAB,XLI,2023-02-03,2023-01-31,2023-02-09,F2,1.78,2.41,3.25,0.4117647058823529,False,2023-02-10,2023-05-12,-0.09580085216513923,-0.049941466645310184,False
LYB,XLB,2023-02-03,2023-01-31,2023-02-09,F2,4.48,3.05,4.82,0.8,False,2023-02-10,2023-05-12,-0.14348224747098381,-0.09157807719154432,True
CAH,XLV,2023-02-03,2023-01-31,2023-02-09,F2,1.84,2.07,2.1,0.1111111111111111,False,2023-02-10,2023-05-12,-0.1355378416432652,0.068918027424264,True
CMI,XLI,2023-02-03,2023-01-31,2023-02-09,F2,3.36,4.2,4.14,0.6470588235294118,False,2023-02-10,2023-05-12,-0.12152925515233681,-0.1146008741209098,True
SYK,XLV,2023-02-03,2023-01-31,2023-02-09,F2,4.11,3.88,5.19,0.8888888888888888,False,2023-02-10,2023-05-12,-0.016531774333287674,0.08284546372438029,False
APO,XLF,2023-01-27,2023-01-31,2023-02-09,F2,3.91,4.38,5.31,0.8461538461538461,False,2023-02-10,2023-05-12,-0.19550793921926046,-0.11040512644671341,True
T,XLC,2023-01-27,2023-01-31,2023-02-09,F2,2.14,2.41,2.1,0.5,False,2023-02-10,2023-05-12,-0.1006910288206162,-0.09430907230899832,False
CRH,XLB,2023-01-27,2023-01-31,2023-02-09,F2,1.73,1.2,2.6,0.2,False,2023-02-10,2023-05-12,0.0,0.08169387933639638,False
CRH,XLB,2023-02-17,2023-02-15,2023-02-27,F2,1.53,1.73,1.2,0.5,False,2023-02-28,2023-05-30,0.0,0.04473994998742814,False
HIG,XLF,2023-02-10,2023-02-15,2023-02-27,F2,1.6,2.12,1.94,0.2857142857142857,False,2023-02-28,2023-05-30,-0.16082069747220995,-0.116376358388525,True
T,XLC,2023-02-17,2023-02-15,2023-02-27,F2,2.89,2.14,2.41,0.5,False,2023-02-28,2023-05-30,-0.18747431140546789,-0.16119463928693512,True
LMT,XLI,2023-02-10,2023-02-15,2023-02-27,F2,2.21,1.31,1.99,0.36363636363636365,False,2023-02-28,2023-05-30,-0.06627158112220533,-0.055433792423184136,False
MRK,XLV,2023-02-10,2023-02-15,2023-02-27,F2,2.15,2.11,1.75,0.5,False,2023-02-28,2023-05-30,-0.013330743213397889,0.034723039031662184,False
FIX,XLI,2023-02-24,2023-02-15,2023-02-27,F2,2.59,3.6,2.09,0.6363636363636364,False,2023-02-28,2023-05-30,-0.10985802315586968,0.04317649928583189,False
BKNG,XLY,2023-02-24,2023-02-15,2023-02-27,F2,1.58,2.06,2.28,0.2,False,2023-02-28,2023-05-30,-0.042896015285555644,0.0018899846577755675,False
FISV,XLF,2023-02-10,2023-02-15,2023-02-27,F2,1.68,2.12,1.81,0.5714285714285714,False,2023-02-28,2023-05-30,-0.09418712875569013,-0.01850723145778732,False
EME,XLI,2023-02-24,2023-02-15,2023-02-27,F2,3.04,3.78,2.93,0.9090909090909091,False,2023-02-28,2023-05-30,-0.08611424698845671,0.023906123184950667,False
FICO,XLK,2023-02-17,2023-02-15,2023-02-27,F2,3.94,3.09,4.6,1.0,False,2023-02-28,2023-05-30,-0.0331419296359966,0.16684621276376288,False
GWW,XLI,2023-03-03,2023-02-28,2023-03-09,F2,4.19,2.93,4.7,0.8823529411764706,False,2023-03-10,2023-06-09,-0.053431556558233506,0.04510251646439056,False
PGR,XLF,2023-03-03,2023-02-28,2023-03-09,F2,1.38,1.42,1.09,0.14285714285714285,False,2023-03-10,2023-06-09,-0.11029695899548098,-0.06867571037250286,False
LIN,XLB,2023-03-03,2023-02-28,2023-03-09,F2,1.12,2.24,2.46,0.4,False,2023-03-10,2023-06-09,-0.028727239754020695,0.06406883390230589,False
ROK,XLI,2023-03-03,2023-02-28,2023-03-09,F2,5.11,4.11,2.79,1.0,True,2023-03-10,2023-06-09,-0.06565873573210146,0.06146816771173991,False
LYB,XLB,2023-03-03,2023-02-28,2023-03-09,F2,3.85,3.79,4.48,0.8,False,2023-03-10,2023-06-09,-0.053637735038536416,0.015309131169954027,False
BLDR,XLI,2023-03-03,2023-02-28,2023-03-09,F2,2.37,2.74,3.8,0.47058823529411764,False,2023-03-10,2023-06-09,-0.025845181599284173,0.49534545213327696,False
CAT,XLI,2023-03-03,2023-02-28,2023-03-09,F2,2.5,2.06,2.11,0.5294117647058824,False,2023-03-10,2023-06-09,-0.08873245174270128,0.04094875287655775,False
JBL,XLK,2023-03-03,2023-02-28,2023-03-09,F2,2.47,1.85,1.64,0.5,False,2023-03-10,2023-06-09,-0.07532652188962541,0.1560956688714672,False
ETN,XLI,2023-03-03,2023-02-28,2023-03-09,F2,2.71,1.88,2.58,0.7058823529411765,False,2023-03-10,2023-06-09,-0.08250151896326374,0.10546794172844365,False
PCAR,XLI,2023-03-03,2023-02-28,2023-03-09,F2,2.57,2.2,1.44,0.6470588235294118,False,2023-03-10,2023-06-09,-0.05309710034979076,0.06602257037223302,False
MGM,XLY,2023-03-03,2023-02-28,2023-03-09,F2,2.31,1.97,2.97,0.4,False,2023-03-10,2023-06-09,-0.08341146565469637,-0.03163070455001116,False
DD,XLB,2023-03-03,2023-02-28,2023-03-09,F2,5.86,5.1,5.05,1.0,True,2023-03-10,2023-06-09,-0.093403337512037,-0.004222187389432697,False
DAL,XLI,2023-03-03,2023-02-28,2023-03-09,F2,3.17,2.65,1.8,0.7647058823529411,False,2023-03-10,2023-06-09,-0.15194630808347565,0.054496585731762304,True
CAH,XLV,2023-06-30,2023-06-30,2023-07-12,F3,2.79,3.52,2.52,1.0,False,2023-07-13,2023-10-11,-0.08616985332924487,-0.012929631181655465,False
TSLA,XLY,2023-07-07,2023-06-30,2023-07-12,F3,1.0,1.0,1.0,0.1,False,2023-07-13,2023-10-11,-0.22457714922605487,-0.053652407438933736,True
PCAR,XLI,2023-06-30,2023-06-30,2023-07-12,F3,3.97,4.31,3.79,0.6,False,2023-07-13,2023-10-11,-0.044887347024338387,0.01382757653024802,False
AMD,XLK,2023-06-30,2023-06-30,2023-07-12,F3,1.0,1.0,1.0,0.15384615384615385,False,2023-07-13,2023-10-11,-0.17218771074825634,-0.06564872945279254,True
NXPI,XLK,2023-06-30,2023-06-30,2023-07-12,F3,3.3,3.15,2.59,1.0,True,2023-07-13,2023-10-11,-0.10484019108762743,-0.0556119079238141,False
MSFT,XLK,2023-06-30,2023-06-30,2023-07-12,F3,1.49,1.66,1.51,0.46153846153846156,False,2023-07-13,2023-10-11,-0.08713913150445252,-0.027829708315655455,False
COHR,XLK,2023-06-30,2023-06-30,2023-07-12,F3,1.86,2.01,2.62,0.6153846153846154,False,2023-07-13,2023-10-11,-0.44735335240480345,-0.33518059041887105,True
MAR,XLY,2023-06-30,2023-06-30,2023-07-12,F3,2.51,3.39,3.88,0.7,False,2023-07-13,2023-10-11,-0.010914926031122318,0.038080884823426864,False
GWW,XLI,2023-06-30,2023-06-30,2023-07-12,F3,4.02,3.98,4.31,0.7,False,2023-07-13,2023-10-11,-0.10282164072660382,-0.05962678715700853,False
JPM,XLF,2023-07-21,2023-07-14,2023-07-25,F3,1.6,1.56,2.02,0.5,False,2023-07-26,2023-10-24,-0.0996423669720532,-0.09855688279404207,False
AVGO,XLK,2023-07-14,2023-07-14,2023-07-25,F3,2.32,1.67,1.44,0.6666666666666666,False,2023-07-26,2023-10-24,-0.08994307597924045,-0.008040785092573222,False
ACGL,XLF,2023-07-21,2023-07-14,2023-07-25,F3,2.44,1.9,2.19,1.0,False,2023-07-26,2023-10-24,-0.096125692099707,0.01632549007656503,False
STZ,XLP,2023-07-21,2023-07-14,2023-07-25,F3,2.44,2.07,2.38,0.5,False,2023-07-26,2023-10-24,-0.15818302087373926,-0.13503580819725136,True
PTC,XLK,2023-07-14,2023-07-14,2023-07-25,F3,2.05,1.77,1.97,0.5,False,2023-07-26,2023-10-24,-0.05610649951691793,-0.03141687096608292,False
AOS,XLI,2023-07-21,2023-07-14,2023-07-25,F3,4.37,4.71,5.86,0.7272727272727273,False,2023-07-26,2023-10-24,-0.13769035381254802,-0.10866607641113846,True
FICO,XLK,2023-07-14,2023-07-14,2023-07-25,F3,4.31,3.04,3.16,0.8888888888888888,False,2023-07-26,2023-10-24,-0.017286604013177498,0.032788254088050195,False
CTAS,XLI,2023-07-21,2023-07-14,2023-07-25,F3,2.49,3.05,3.5,0.2727272727272727,False,2023-07-26,2023-10-24,-0.07033038626638854,-0.018010079621118447,False
UAL,XLI,2023-07-21,2023-07-14,2023-07-25,F3,3.37,2.67,3.01,0.36363636363636365,False,2023-07-26,2023-10-24,-0.35697268921864644,-0.35605644878829945,True
PNW,XLU,2023-07-21,2023-07-14,2023-07-25,F3,4.0,2.91,3.84,1.0,False,2023-07-26,2023-10-24,-0.15018498737721442,-0.11345923236028499,True
ROP,XLK,2023-07-14,2023-07-14,2023-07-25,F3,2.09,1.45,1.72,0.5555555555555556,False,2023-07-26,2023-10-24,-0.03110362670551281,-0.021512510439073984,False
CSGP,XLRE,2023-07-21,2023-07-14,2023-07-25,F3,4.19,1.0,3.2,1.0,False,2023-07-26,2023-10-24,-0.13190326632773153,-0.12100023006341121,True
CSCO,XLK,2023-07-21,2023-07-14,2023-07-25,F3,3.19,3.05,3.43,0.7777777777777778,False,2023-07-26,2023-10-24,-0.022172169267367425,0.0032479281956769857,False
MLM,XLB,2023-07-14,2023-07-14,2023-07-25,F3,1.46,1.52,1.94,0.25,False,2023-07-26,2023-10-24,-0.1164250073247527,-0.09004985367577034,False
ORCL,XLK,2023-07-14,2023-07-14,2023-07-25,F3,1.82,1.23,1.0,0.3055555555555556,False,2023-07-26,2023-10-24,-0.11495502054563467,-0.10322402685187382,False
BKNG,XLY,2023-07-14,2023-07-14,2023-07-25,F3,3.18,2.87,2.88,0.5555555555555556,False,2023-07-26,2023-10-24,-0.06812331135097449,-0.04150893787496002,False
CRH,XLB,2023-07-14,2023-07-14,2023-07-25,F3,3.72,2.23,1.55,1.0,True,2023-07-26,2023-10-24,-0.10099300145592383,-0.07951103571343177,False
WMT,XLP,2023-07-21,2023-07-14,2023-07-25,F3,2.93,2.25,2.69,1.0,False,2023-07-26,2023-10-24,-0.021888900327402094,0.025606184927498443,False
LYV,XLC,2023-07-14,2023-07-14,2023-07-25,F3,7.7,7.63,7.02,1.0,True,2023-07-26,2023-10-24,-0.19713996688841517,-0.19713996688841517,True
APO,XLF,2023-08-04,2023-07-31,2023-08-09,F3,5.9,6.69,3.91,1.0,False,2023-08-10,2023-11-08,-0.045868541198613166,0.04444357737520832,False
IBM,XLK,2023-07-28,2023-07-31,2023-08-09,F3,4.85,8.85,5.04,1.0,False,2023-08-10,2023-11-08,-0.04795801529207233,0.033368366341955946,False
FIX,XLI,2023-07-28,2023-07-31,2023-08-09,F3,3.09,4.3,2.43,0.6,False,2023-08-10,2023-11-08,-0.1385093032001986,0.04815055968960302,True
CMCSA,XLC,2023-08-04,2023-07-31,2023-08-09,F3,1.63,2.46,2.02,0.75,False,2023-08-10,2023-11-08,-0.14202356752005196,-0.09008443911405073,True
CME,XLF,2023-08-04,2023-07-31,2023-08-09,F3,2.82,3.4,2.27,0.6666666666666666,False,2023-08-10,2023-11-08,-0.025927836618657274,0.04347777062646441,False
MLM,XLB,2023-08-04,2023-07-31,2023-08-09,F3,1.38,1.46,1.52,0.3333333333333333,False,2023-08-10,2023-11-08,-0.13132692265970503,-0.01342528655096431,True
BLDR,XLI,2023-07-28,2023-07-31,2023-08-09,F3,3.08,2.34,1.48,0.4,False,2023-08-10,2023-11-08,-0.2933741615112334,-0.1707025169895663,True
NFLX,XLC,2023-08-04,2023-07-31,2023-08-09,F3,1.0,1.72,1.42,0.375,False,2023-08-10,2023-11-08,-0.1948695615061976,0.01551234482851327,True
FICO,XLK,2023-08-04,2023-07-31,2023-08-09,F3,2.76,4.31,3.04,0.6666666666666666,False,2023-08-10,2023-11-08,-0.03956517970840856,0.0946815388993778,False
LLY,XLV,2023-08-11,2023-08-15,2023-08-24,F3,1.27,2.29,1.94,1.0,False,2023-08-25,2023-11-24,-0.05140432408527695,0.08771003609571726,False
AKAM,XLK,2023-08-11,2023-08-15,2023-08-24,F3,3.35,6.07,7.3,1.0,False,2023-08-25,2023-11-24,-0.00943397396255774,0.10532972020617515,False
NFLX,XLC,2023-08-25,2023-08-31,2023-09-12,F3,1.92,1.8,1.0,0.6666666666666666,False,2023-09-13,2023-12-12,-0.16022219331015308,0.12313216428947982,True
LULU,XLY,2023-09-01,2023-08-31,2023-09-12,F3,1.65,2.81,1.77,0.2857142857142857,False,2023-09-13,2023-12-12,-0.07355327071942841,0.2948299157935166,False
ORCL,XLK,2023-09-08,2023-08-31,2023-09-12,F3,1.84,2.09,1.89,0.18181818181818182,False,2023-09-13,2023-12-12,-0.09900393590794565,-0.09532465709362115,False
CBOE,XLF,2023-09-08,2023-08-31,2023-09-12,F3,3.0,2.44,3.87,0.6666666666666666,False,2023-09-13,2023-12-12,-0.015565393097482727,0.1803463183334324,False
GOOG,XLC,2023-09-01,2023-08-31,2023-09-12,F3,1.41,1.58,1.0,0.16666666666666666,False,2023-09-13,2023-12-12,-0.10254543970847829,-0.028072828976074438,False
WMT,XLP,2023-09-01,2023-08-31,2023-09-12,F3,2.16,2.93,2.62,1.0,False,2023-09-13,2023-12-12,-0.07984731414208746,-0.07679762166050019,False
HAS,XLY,2023-09-01,2023-08-31,2023-09-12,F3,5.24,4.52,4.49,0.8571428571428571,True,2023-09-13,2023-12-12,-0.37038235381816287,-0.28977131359714203,True
LLY,XLV,2023-09-08,2023-08-31,2023-09-12,F3,2.55,1.27,2.29,1.0,False,2023-09-13,2023-12-12,-0.12304639753368896,-0.021773280277122886,True
MPC,XLE,2023-09-08,2023-08-31,2023-09-12,F3,3.93,2.95,3.71,1.0,False,2023-09-13,2023-12-12,-0.08798557466451307,-0.07281102193428246,False
WDC,XLK,2023-09-01,2023-08-31,2023-09-12,F3,2.68,2.27,1.62,0.6363636363636364,False,2023-09-13,2023-12-12,-0.11476165027064789,0.14807962437379718,False
FICO,XLK,2023-09-01,2023-08-31,2023-09-12,F3,4.3,3.51,2.76,0.8181818181818182,True,2023-09-13,2023-12-12,-0.08062759858511004,0.29166753123628286,False
TJX,XLY,2023-09-01,2023-08-31,2023-09-12,F3,1.37,2.07,2.03,0.14285714285714285,False,2023-09-13,2023-12-12,-0.0616660065369069,-0.015220659594809116,False
GOOGL,XLC,2023-09-01,2023-08-31,2023-09-12,F3,1.72,2.02,1.09,0.5,False,2023-09-13,2023-12-12,-0.10635649571861405,-0.030648891863090277,False
TTWO,XLC,2023-08-25,2023-08-31,2023-09-12,F3,3.87,2.16,4.45,1.0,False,2023-09-13,2023-12-12,-0.07841512366965186,0.08894427990186626,False
IBM,XLK,2023-08-25,2023-08-31,2023-09-12,F3,8.47,6.78,4.85,1.0,True,2023-09-13,2023-12-12,-0.0693961604961032,0.1366631389602997,False
CSCO,XLK,2023-08-25,2023-08-31,2023-09-12,F3,2.88,3.81,2.93,0.7272727272727273,False,2023-09-13,2023-12-12,-0.14633082026903632,-0.11715929647594447,True
MAR,XLY,2023-09-01,2023-08-31,2023-09-12,F3,4.03,2.43,2.21,0.7142857142857143,False,2023-09-13,2023-12-12,-0.07471398079728864,0.0858328179924237,False
VRSK,XLI,2023-08-25,2023-08-31,2023-09-12,F3,6.97,6.09,5.13,1.0,True,2023-09-13,2023-12-12,-0.09367082260278625,-0.007911130553398538,False
MA,XLF,2023-09-01,2023-08-31,2023-09-12,F3,2.03,2.12,1.64,0.3333333333333333,False,2023-09-13,2023-12-12,-0.12417039999313229,0.012154654526002284,True
CTSH,XLK,2023-09-01,2023-08-31,2023-09-12,F3,2.58,1.12,1.83,0.5454545454545454,False,2023-09-13,2023-12-12,-0.10466763468317974,0.023363089380722624,False
BKR,XLE,2023-09-01,2023-08-31,2023-09-12,F3,3.04,2.84,1.6,0.5,False,2023-09-13,2023-12-12,-0.11948911009792329,-0.10367145969130753,False
PHM,XLY,2023-09-01,2023-08-31,2023-09-12,F3,3.72,4.58,2.96,0.5714285714285714,False,2023-09-13,2023-12-12,-0.09313799189638061,0.24981603429115218,False
CRM,XLK,2023-09-08,2023-08-31,2023-09-12,F3,1.32,1.59,1.54,0.09090909090909091,False,2023-09-13,2023-12-12,-0.10306206599681855,0.17207505496353015,False
V,XLF,2023-08-25,2023-08-31,2023-09-12,F3,7.45,6.56,5.05,1.0,True,2023-09-13,2023-12-12,-0.07674623436716077,0.04956036955249021,False
INTU,XLK,2023-09-01,2023-08-31,2023-09-12,F3,2.36,3.1,2.0,0.45454545454545453,False,2023-09-13,2023-12-12,-0.11378290488740483,0.09828445353120152,False
LII,XLI,2023-08-25,2023-08-31,2023-09-12,F3,3.06,3.35,2.67,0.5,False,2023-09-13,2023-12-12,-0.10368507730693899,0.14254402150501733,False
CHTR,XLC,2023-09-15,2023-09-15,2023-09-26,F3,6.42,6.46,8.24,1.0,False,2023-09-27,2023-12-27,-0.16482857318835575,-0.09662683679848738,True
DLR,XLRE,2023-09-15,2023-09-15,2023-09-26,F3,7.37,7.8,8.65,1.0,False,2023-09-27,2023-12-27,-0.014464221698520241,0.17541895890403758,False
CBOE,XLF,2023-09-22,2023-09-15,2023-09-26,F3,3.39,3.0,2.44,0.75,False,2023-09-27,2023-12-27,0.0,0.1381118270589068,False
WDC,XLK,2023-09-22,2023-09-15,2023-09-26,F3,2.34,2.68,2.27,0.5,False,2023-09-27,2023-12-27,-0.14138233547000134,0.17639150554393135,True
APO,XLF,2023-09-15,2023-09-15,2023-09-26,F3,5.77,6.82,4.13,1.0,False,2023-09-27,2023-12-27,-0.13523168414880216,0.04548196117571712,True
L,XLF,2023-09-22,2023-09-15,2023-09-26,F3,1.51,3.3,3.07,0.25,False,2023-09-27,2023-12-27,-0.031034444855682963,0.08533904296300965,False
HAL,XLE,2023-09-15,2023-09-15,2023-09-26,F3,2.73,3.66,3.83,1.0,False,2023-09-27,2023-12-27,-0.17743861590654364,-0.1239074269428111,True
CBOE,XLF,2023-10-06,2023-09-29,2023-10-10,F3,3.05,3.39,3.0,0.5,False,2023-10-11,2024-01-11,-0.004517659078883907,0.10373976216793657,False
SNPS,XLK,2023-10-06,2023-09-29,2023-10-10,F3,2.05,1.84,1.54,0.75,False,2023-10-11,2024-01-11,-0.08366502208159765,0.007091583419502223,False
SNPS,XLK,2023-11-03,2023-10-31,2023-11-09,F3,2.33,2.12,2.05,0.75,False,2023-11-10,2024-02-13,-0.06557064622080822,0.05724420565719823,False
