signal_date,ticker,guard_state,deterioration_flags,horizon_months,outcome_end,forward_return,forward_trough_return,fold_id
2022-02-28,GE,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION,6,2022-08-31,-0.22946580846213316,-0.3590421762720716,F03
2022-02-28,SHW,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,12,2023-02-28,-0.15040045544844827,-0.23167872811832724,F03
2022-04-30,BA,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION,12,2023-04-30,0.3892771025283881,-0.22158019698902665,F03
2022-04-30,HON,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION,12,2023-04-30,0.05385359903095188,-0.12839339913604209,F03
2022-04-30,HON,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION,6,2022-10-31,0.06501288751744783,-0.12839339913604209,F03
2022-04-30,BA,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION,6,2022-10-31,-0.042528903234056226,-0.22158019698902665,F03
2023-04-30,BA,PASS,OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,6,2023-10-31,-0.09652767006399654,-0.14048749041776276,F03
2022-05-31,DUK,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,6,2022-11-30,-0.0944143777079196,-0.22891696500276681,F03
2022-05-31,DUK,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,12,2023-05-31,-0.17418818843470119,-0.22891696500276681,F03
2022-05-31,HD,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,12,2023-05-31,-0.032124446544008034,-0.10812907763298407,F03
2022-05-31,HD,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,6,2022-11-30,0.0904995460398903,-0.10812907763298407,F03
2023-05-31,HD,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION,6,2023-11-30,0.12051601960150848,-0.018432308716600065,F03
2022-06-30,WMT,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,12,2023-06-30,0.3136497282642665,0.003289818665813238,F03
2022-06-30,WMT,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,6,2022-12-31,0.17572252039141167,0.003289818665813238,F03
2023-03-31,WMT,PASS,MARGIN_DIRECTION|LEVERAGE_DIRECTION,6,2023-09-30,0.0926295156892547,-0.0056641359303357675,F03
2022-07-31,NEE,PASS,OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,6,2023-01-31,-0.10790878098373069,-0.1598701762276522,F03
2022-07-31,META,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|LEVERAGE_DIRECTION,12,2023-07-31,1.002514122758369,-0.4411690351738211,F03
2022-07-31,NEE,PASS,OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,12,2023-07-31,-0.1124875128040218,-0.1598701762276522,F03
2022-07-31,AMZN,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,6,2023-01-31,-0.2357910361685973,-0.39370135924767846,F03
2022-07-31,AMZN,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,12,2023-07-31,-0.009410924262125642,-0.39370135924767846,F03
2022-07-31,SO,PASS,OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,12,2023-07-31,-0.021663338206520444,-0.1931126835518726,F03
2022-07-31,SO,PASS,OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,6,2023-01-31,-0.10263098629428857,-0.1931126835518726,F03
2022-07-31,META,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|LEVERAGE_DIRECTION,6,2023-01-31,-0.06367069436274264,-0.4411690351738211,F03
