queue_id,priority,event_id,cik,accession_number,filing_date,matched_items,prior_identity_status,primary_document_url,source_sha256,source_bytes,extracted_symbols,extraction_status,adjudication_status
IDENTITY-0000037996-19-000010,P1_TEN_YEAR_WINDOW,SEC8K-0000037996-19-000010,0000037996,0000037996-19-000010,2019-02-19,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/37996/000003799619000010/brazil8-kdated2x19x2019.htm,2d98c5ff23d08841e971b5d2b4bab8b86121d536bca622fb68133aab116b58bd,21359,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001093557-19-000039,P1_TEN_YEAR_WINDOW,SEC8K-0001093557-19-000039,0001093557,0001093557-19-000039,2019-02-21,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1093557/000109355719000039/dxcmq420188-k.htm,46caa6fdcc2172352a82f552dd530762f5ed049b9346ea40912c827bd1e29010,31644,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-19-010347,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-19-010347,0000001800,0001104659-19-010347,2019-02-25,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1800/000110465919010347/a19-5175_18k.htm,40517b56f1e6739eeacc438d762eb0f7d127e587aa6253447073a74d2eb3c07a,20438,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001521332-19-000009,P1_TEN_YEAR_WINDOW,SEC8K-0001521332-19-000009,0001521332,0001521332-19-000009,2019-02-28,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1521332/000152133219000009/a8-k2020notesredemption.htm,f198257e6c3c0ec18448d3086361c9eddc17f17ea5f34e31d022f3acabe8c134,24765,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001171843-19-001497,P1_TEN_YEAR_WINDOW,SEC8K-0001171843-19-001497,0001097149,0001171843-19-001497,2019-03-05,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1097149/000117184319001497/f8k_030519.htm,7a4f4449a4c46c23893ffea94a91cfd3a7db9fb879cb233ef9f826957fcfc018,15167,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000037996-19-000014,P1_TEN_YEAR_WINDOW,SEC8K-0000037996-19-000014,0000037996,0000037996-19-000014,2019-03-27,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/37996/000003799619000014/russia8-kdated3x22x2019.htm,a669f5c2b46aac9e2d860871b2d626be171f4da43be4bfbfb7f450eb38892189,21996,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001097149-19-000016,P1_TEN_YEAR_WINDOW,SEC8K-0001097149-19-000016,0001097149,0001097149-19-000016,2019-04-11,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1097149/000109714919000016/form8kaitem205amendedsdcfi.htm,91c04bc7d687a74d8def50dd0ae3845aff12db4da6b355eb9de32800388a0744,21981,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-19-023211,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-19-023211,0001385157,0001104659-19-023211,2019-04-24,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1385157/000110465919023211/a19-8585_18k.htm,1f3451ba405d35a266f2e0117ad8e74ae34dead8c932d33ba9143411cfcae192,25792,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-19-024842,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-19-024842,0000310158,0001104659-19-024842,2019-04-30,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/310158/000110465919024842/a19-8996_18k.htm,ae9485f4ba9eac61c71d6b6657b8b8a65dd67d0295cb9d532058ac6f65342c96,27654,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000827052-19-000117,P1_TEN_YEAR_WINDOW,SEC8K-0000827052-19-000117,0000827052,0000827052-19-000117,2019-05-28,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/827052/000082705219000117/form8-kgrc5x28x19.htm,59b87256c3586c43336062bd291b9ead393b498114e27d2d441ca275259600c8,44982,TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001666700-19-000025,P1_TEN_YEAR_WINDOW,SEC8K-0001666700-19-000025,0001666700,0001666700-19-000025,2019-05-29,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1666700/000166670019000025/dwdp5292019.htm,1d668c024375151bb3ead1a60376c84f4f58f5267a259b9c02bbe5aa1af9ea03,29411,TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000037996-19-000049,P1_TEN_YEAR_WINDOW,SEC8K-0000037996-19-000049,0000037996,0000037996-19-000049,2019-06-06,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/37996/000003799619000049/bridgend8-k.htm,505a3b8ef39213fe3e8319b4f383d6ad3cde7a64423596428ea4f0b2259e15fe,22711,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000079879-19-000023,P1_TEN_YEAR_WINDOW,SEC8K-0000079879-19-000023,0000079879,0000079879-19-000023,2019-06-10,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/79879/000007987919000023/form8-kjune2019restructuri.htm,85728723d39516cbe5223fae956a94d0ba3bc6fbebe9e4c58e6eb5e7c8e4b7e3,32844,TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001140361-19-010907,P1_TEN_YEAR_WINDOW,SEC8K-0001140361-19-010907,0000052988,0001140361-19-010907,2019-06-12,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/52988/000114036119010907/nc10002532x1_8k.htm,0afbf1f719c094f61b26dda7a3669be9c2ac832a3c85829d46269443f8545526,30273,TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-19-035343,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-19-035343,0001001250,0001104659-19-035343,2019-06-13,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1001250/000110465919035343/a19-11434_18ka.htm,dfcd538cf10deb69dd3265b32dbad69640d751b514328d14d78e669624b42366,92220,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001243786-19-000100,P1_TEN_YEAR_WINDOW,SEC8K-0001243786-19-000100,0001285785,0001243786-19-000100,2019-06-18,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1285785/000124378619000100/a8-kplantcityclosurejune20.htm,50ff54e0f697b82999e3d739be1721a106beeaa6a35cc462bfe41971d531bf4b,42509,TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-19-178954,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-19-178954,0000788784,0001193125-19-178954,2019-06-21,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/788784/000119312519178954/d765476d8k.htm,8ce0d3037a6d43ae2797e4edc9b3c17b4ae19c9a8a2e50029f7cf4bee19ab20e,24580,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000947871-19-000528,P1_TEN_YEAR_WINDOW,SEC8K-0000947871-19-000528,0001144519,0000947871-19-000528,2019-07-22,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1144519/000094787119000528/ss144664_8k.htm,98dafab2b9a95f9c59b38a069227f926dbc9eb5dd62635a2495a27597e85698a,42755,TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-19-041508,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-19-041508,0001385157,0001104659-19-041508,2019-07-24,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1385157/000110465919041508/a19-13010_28ka.htm,339558e0efadac35614d66608824d052d1b473d106007dc5de3e731b5774fc28,23208,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000072741-19-000031,P1_TEN_YEAR_WINDOW,SEC8K-0000072741-19-000031,0000072741,0000072741-19-000031,2019-07-25,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/72741/000007274119000031/form8-knpt.htm,d85db180497071e6e5632fb04ca3e010b0798986704a0f5be981d4d0b47e62c1,25434,TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-19-041852,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-19-041852,0000866374,0001104659-19-041852,2019-07-25,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/866374/000110465919041852/a19-13035_18k.htm,359743779b2e4997f7230f2bfbb39688bf6068bddac455515f47be3a08f800f9,31370,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000721371-19-000061,P1_TEN_YEAR_WINDOW,SEC8K-0000721371-19-000061,0000721371,0000721371-19-000061,2019-08-08,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/721371/000072137119000061/a19q4_8kx63019xform8-kxnew.htm,c9efbcf700f092fc8884400c5b752efaba1d1c8111bd100ea20ad30f53c1595f,34875,TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001157523-19-001784,P1_TEN_YEAR_WINDOW,SEC8K-0001157523-19-001784,0000849399,0001157523-19-001784,2019-08-08,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/849399/000115752319001784/a52076085.htm,ecb0ffbf38fa062aa90b58f3b0c5462950093abc76948c08c6a4793bbf5521c1,23249,TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001144519-19-000048,P1_TEN_YEAR_WINDOW,SEC8K-0001144519-19-000048,0001144519,0001144519-19-000048,2019-08-13,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1144519/000114451919000048/bg813198-k.htm,b6dfd2e0a44f01b0bd998f954fbcecc0abe091615d212cc1a6da89245f069c63,50559,BG|TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-19-237414,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-19-237414,0000087347,0001193125-19-237414,2019-09-04,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/87347/000119312519237414/d796484d8k.htm,02ef9e26a509bef18de0b2e1ead1ce54a74b038304a79f015536a7f76a8bfe78,27362,SLB,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001410578-19-001205,P1_TEN_YEAR_WINDOW,SEC8K-0001410578-19-001205,0000033213,0001410578-19-001205,2019-09-12,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/33213/000141057819001205/tv529302_8k.htm,65c17dfbdb8b90920a278c4ea0d9d70fe74b01e3c5f6c66bb52d19a1da9d7478,27205,EQT,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000875320-19-000046,P1_TEN_YEAR_WINDOW,SEC8K-0000875320-19-000046,0000875320,0000875320-19-000046,2019-09-17,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/875320/000087532019000046/a8-ksep2019creditfacil.htm,a5d250122a43454c1539c0149c09a660ef8872e6809453a861bbdef462d078f2,40151,TD|VRTX,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000037996-19-000071,P1_TEN_YEAR_WINDOW,SEC8K-0000037996-19-000071,0000037996,0000037996-19-000071,2019-10-01,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/37996/000003799619000071/a8-kdated9x30x2019.htm,6b2e007d20006b1327c7ebecc61a1492e1a9c1ea59728ea2b0e54689756ad2f3,51764,F|FPRB,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000047217-19-000052,P1_TEN_YEAR_WINDOW,SEC8K-0000047217-19-000052,0000047217,0000047217-19-000052,2019-10-04,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/47217/000004721719000052/sam2019form8-kv3.htm,58cf68f4d366eee410866617c11b87e55915a59e509402b47199aeb43d35ab82,47989,DIV,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001410578-19-001548,P1_TEN_YEAR_WINDOW,SEC8K-0001410578-19-001548,0001091667,0001410578-19-001548,2019-10-07,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1091667/000141057819001548/tv530689_8k.htm,1a3c454f466562f91a5d4d5ec561b66220ba19793cd58a85dd61e014d0e6d487,69486,CHTR|TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001410578-19-001557,P1_TEN_YEAR_WINDOW,SEC8K-0001410578-19-001557,0000811156,0001410578-19-001557,2019-10-07,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/811156/000141057819001557/tv530581_8k.htm,33300ad38eb9e8a8861ef85520086cefd43edff0b1cd9024d616d33efa42c320,41689,CMS|CMS-PB|CMSA|CMSC|CMSD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-19-269681,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-19-269681,0000087347,0001193125-19-269681,2019-10-18,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/87347/000119312519269681/d816501d8k.htm,0c8560ef2d5aafa9b2cc0f7c8f623c35f92219e1f77c13785f32cbd18776d844,33020,SLB,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-19-057468,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-19-057468,0001385157,0001104659-19-057468,2019-10-30,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1385157/000110465919057468/tm1920914-1_8k.htm,22ad287f0211931f9bef73aede21eca29169e15c9fcbd7edcb7ef365d38a97d4,27204,TEL,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001157523-19-002130,P1_TEN_YEAR_WINDOW,SEC8K-0001157523-19-002130,0000024545,0001157523-19-002130,2019-10-30,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/24545/000115752319002130/a52119911.htm,a0a8708ee378fff4befd5136084a4b7e020815f9e581adbd8a118cd392e00c8d,36356,S|TAP|TAP.A,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001020569-19-000220,P1_TEN_YEAR_WINDOW,SEC8K-0001020569-19-000220,0001020569,0001020569-19-000220,2019-10-31,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1020569/000102056919000220/irm8-kq32019earningsno.htm,13b5004794eeed6c360545853921e559aab8a13ac025f6cf9b6f2b933dfc51c3,54540,IRM|TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001413329-19-000073,P1_TEN_YEAR_WINDOW,SEC8K-0001413329-19-000073,0001413329,0001413329-19-000073,2019-11-04,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1413329/000141332919000073/a2019-11x048xk.htm,cb452b148ec34cb4cb5c0181ebbe9312eb622e6577d5084ea43715d4dcc46394,159742,PM|PM20|PM20A|PM20B|PM20C|PM21|PM21A|PM21B|PM21C|PM22|PM22A|PM22B|PM22C|PM23|PM23A|PM23B|PM24|PM24A|PM24B|PM24C|PM25|PM25A|PM26|PM26A|PM26B|PM27|PM28|PM29|PM29A|PM31|PM33|PM36|PM37A|PM38|PM39|PM41|PM42|PM42A|PM43|PM43A|PM44|TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-19-301168,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-19-301168,0001000228,0001193125-19-301168,2019-11-26,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1000228/000119312519301168/d839017d8k.htm,e1f4736a0eda0300c9cb088fdf73238c69fb8e3d1986bdaf32c42cf0416dc0ec,25152,HSIC,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-19-070378,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-19-070378,0000217346,0001104659-19-070378,2019-12-06,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/217346/000110465919070378/tm1924597-1_8k.htm,29e116c75b3184974a16711eb830562e31aca1b2bfada90d08c5c8be2dff107a,24197,TXT,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000093410-19-000040,P1_TEN_YEAR_WINDOW,SEC8K-0000093410-19-000040,0000093410,0000093410-19-000040,2019-12-10,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/93410/000009341019000040/cvx12102019-8xkdocce.htm,46501ebbae6ddaea7f2524315ddc369ebce9aed7a2322199b8c074d28cb595c8,52065,CVX|TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001564590-19-046141,P1_TEN_YEAR_WINDOW,SEC8K-0001564590-19-046141,0000106535,0001564590-19-046141,2019-12-17,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/106535/000156459019046141/wy-8k_20191216.htm,f36a9252547bd52c7d881277ee772229b2137e3a320245f30183c7390c10b51c,47362,WY,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-19-317560,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-19-317560,0001090012,0001193125-19-317560,2019-12-18,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1090012/000119312519317560/d842688d8k.htm,b702e93f36ed3455ee297c7fe123f077bbe78ab375e82d433dce792e5ba9914a,33185,DVN,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-19-074388,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-19-074388,0000001800,0001104659-19-074388,2019-12-19,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1800/000110465919074388/tm1926379-1_8k.htm,a06cfbb5ce0e53bf2cf50517eca865a2cddc0d26cca54d27fcde3714abbb44df,26716,ABT,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001243786-20-000002,P1_TEN_YEAR_WINDOW,SEC8K-0001243786-20-000002,0001285785,0001243786-20-000002,2020-01-28,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1285785/000124378620000002/a8-kcolonsayidlingandp.htm,ddc5c77a23513afa7990577b16df8c67e5f3ecb6b12447a2bfb79a462dec7def,60841,MOS|TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001140859-20-000006,P1_TEN_YEAR_WINDOW,SEC8K-0001140859-20-000006,0001140859,0001140859-20-000006,2020-01-30,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1140859/000114085920000006/a8-kxearningsreleasexq.htm,856f8ae1e14ac27f2b87d885edfac36c5ca4c050316325e3542e78ba2cec485c,62294,ABC|TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
