hypothesis_id,fold_id,ticker,event_date,control_date,event_target_hit,control_target_hit,pair_difference,trailing_return_gap
WRSI_EXTREME_ESCALATION_PULLBACK,F06,AVGO,2021-12-17,2021-11-19,True,True,0,0.11124274116539845
WRSI_EXTREME_ESCALATION_PULLBACK,F06,COST,2021-08-20,2021-08-13,False,False,0,0.02435462611509087
WRSI_EXTREME_ESCALATION_PULLBACK,F06,MSFT,2021-11-19,2021-11-12,True,True,0,0.04206401418188599
WRSI_EXTREME_ESCALATION_PULLBACK,F07,META,2023-07-14,2023-07-07,True,False,1,0.02035241957406786
WRSI_EXTREME_ESCALATION_PULLBACK,F08,ABBV,2024-03-01,2024-02-23,True,True,0,0.006971407650458561
WRSI_EXTREME_ESCALATION_PULLBACK,F08,CAT,2024-03-22,2024-03-15,True,True,0,0.0691912702236901
WRSI_EXTREME_ESCALATION_PULLBACK,F08,JPM,2024-03-08,2024-03-01,False,False,0,0.04724001747368001
WRSI_EXTREME_ESCALATION_PULLBACK,F08,LIN,2024-03-15,2024-03-08,True,True,0,0.01461656119481236
WRSI_EXTREME_ESCALATION_PULLBACK,F09,ORCL,2024-10-11,2024-10-04,True,False,1,0.08243192552657175
WRSI_DECELERATION_PULLBACK,F01,AAPL,2017-04-14,2017-03-17,False,False,0,0.01923363880352258
WRSI_DECELERATION_PULLBACK,F01,AMZN,2016-10-21,2017-05-26,True,True,0,0.043851515239044625
WRSI_DECELERATION_PULLBACK,F01,BAC,2016-12-23,2016-12-16,False,False,0,0.04781351717743876
WRSI_DECELERATION_PULLBACK,F01,CVX,2017-01-06,2016-12-30,True,True,0,0.0152043797675816
WRSI_DECELERATION_PULLBACK,F01,GS,2017-01-20,2017-01-13,True,True,0,0.06429130442244357
