event_id,cik,accession_number,form,filing_date,matched_items,blocker,evidence_route,same_cik_anchor_count,earliest_same_cik_anchor_date,latest_same_cik_anchor_date,filing_index_url,primary_document_url
SEC8K-0000310764-11-000158,0000310764,0000310764-11-000158,8-K,2011-11-10,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/310764/000031076411000158/0000310764-11-000158-index.html,https://www.sec.gov/Archives/edgar/data/310764/000031076411000158/syk8k111011.htm
SEC8K-0001274494-11-000060,0001274494,0001274494-11-000060,8-K,2011-12-14,2.05|2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/1274494/000127449411000060/0001274494-11-000060-index.html,https://www.sec.gov/Archives/edgar/data/1274494/000127449411000060/form8-k12x14x11.htm
SEC8K-0001193125-11-352242,0001324424,0001193125-11-352242,8-K,2011-12-27,2.04,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,2,2020-02-25,2024-02-26,https://www.sec.gov/Archives/edgar/data/1324424/000119312511352242/0001193125-11-352242-index.html,https://www.sec.gov/Archives/edgar/data/1324424/000119312511352242/d270711d8k.htm
SEC8K-0001193125-12-011819,0000007084,0001193125-12-011819,8-K,2012-01-13,2.05|2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,1,2024-11-05,2024-11-05,https://www.sec.gov/Archives/edgar/data/7084/000119312512011819/0001193125-12-011819-index.html,https://www.sec.gov/Archives/edgar/data/7084/000119312512011819/d282748d8k.htm
SEC8K-0001193125-12-017222,0000051253,0001193125-12-017222,8-K,2012-01-19,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/51253/000119312512017222/0001193125-12-017222-index.html,https://www.sec.gov/Archives/edgar/data/51253/000119312512017222/d286319d8k.htm
SEC8K-0001104659-12-003153,0000031462,0001104659-12-003153,8-K,2012-01-20,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,5,2021-02-16,2026-02-10,https://www.sec.gov/Archives/edgar/data/31462/000110465912003153/0001104659-12-003153-index.html,https://www.sec.gov/Archives/edgar/data/31462/000110465912003153/a12-3160_18k.htm
SEC8K-0000097476-12-000004,0000097476,0000097476-12-000004,8-K,2012-01-23,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/97476/000009747612000004/0000097476-12-000004-index.html,https://www.sec.gov/Archives/edgar/data/97476/000009747612000004/d8k1232012.htm
SEC8K-0001031296-12-000003,0001031296,0001031296-12-000003,8-K,2012-01-26,2.05|2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/1031296/000103129612000003/0001031296-12-000003-index.html,https://www.sec.gov/Archives/edgar/data/1031296/000103129612000003/main8_k.htm
SEC8K-0001193125-12-031317,0001489393,0001193125-12-031317,8-K/A,2012-01-31,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,3,2022-01-28,2025-06-05,https://www.sec.gov/Archives/edgar/data/1489393/000119312512031317/0001193125-12-031317-index.html,https://www.sec.gov/Archives/edgar/data/1489393/000119312512031317/d292716d8ka.htm
SEC8K-0001031296-12-000006,0001031296,0001031296-12-000006,8-K,2012-02-08,2.05|2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/1031296/000103129612000006/0001031296-12-000006-index.html,https://www.sec.gov/Archives/edgar/data/1031296/000103129612000006/main8_k.htm
SEC8K-0001193125-12-047883,0000077476,0001193125-12-047883,8-K,2012-02-09,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/77476/000119312512047883/0001193125-12-047883-index.html,https://www.sec.gov/Archives/edgar/data/77476/000119312512047883/d296323d8k.htm
SEC8K-0001193125-12-079984,0000202058,0001193125-12-079984,8-K,2012-02-27,2.05|2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/202058/000119312512079984/0001193125-12-079984-index.html,https://www.sec.gov/Archives/edgar/data/202058/000119312512079984/d306868d8k.htm
SEC8K-0001104659-12-013246,0001099800,0001104659-12-013246,8-K,2012-02-27,4.02,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/1099800/000110465912013246/0001104659-12-013246-index.html,https://www.sec.gov/Archives/edgar/data/1099800/000110465912013246/a12-5899_18k.htm
SEC8K-0001193125-12-114176,0001383312,0001193125-12-114176,8-K,2012-03-14,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/1383312/000119312512114176/0001193125-12-114176-index.html,https://www.sec.gov/Archives/edgar/data/1383312/000119312512114176/d316157d8k.htm
SEC8K-0001193125-12-117555,0000101829,0001193125-12-117555,8-K,2012-03-15,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/101829/000119312512117555/0001193125-12-117555-index.html,https://www.sec.gov/Archives/edgar/data/101829/000119312512117555/d316090d8k.htm
SEC8K-0001104659-12-019572,0001001250,0001104659-12-019572,8-K/A,2012-03-21,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,13,2019-06-13,2026-07-07,https://www.sec.gov/Archives/edgar/data/1001250/000110465912019572/0001104659-12-019572-index.html,https://www.sec.gov/Archives/edgar/data/1001250/000110465912019572/a12-7500_18ka.htm
SEC8K-0000764478-12-000028,0000764478,0000764478-12-000028,8-K,2012-03-29,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/764478/000076447812000028/0000764478-12-000028-index.html,https://www.sec.gov/Archives/edgar/data/764478/000076447812000028/bby8k32912.htm
SEC8K-0001193125-12-165498,0001274494,0001193125-12-165498,8-K,2012-04-17,2.05|2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/1274494/000119312512165498/0001193125-12-165498-index.html,https://www.sec.gov/Archives/edgar/data/1274494/000119312512165498/d335741d8k.htm
SEC8K-0001104659-12-030575,0001326160,0001104659-12-030575,8-K,2012-04-30,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,5,2020-07-06,2023-06-12,https://www.sec.gov/Archives/edgar/data/1326160/000110465912030575/0001104659-12-030575-index.html,https://www.sec.gov/Archives/edgar/data/1326160/000110465912030575/a12-10843_18k.htm
SEC8K-0001193125-12-198223,0000202058,0001193125-12-198223,8-K,2012-05-01,2.05|2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/202058/000119312512198223/0001193125-12-198223-index.html,https://www.sec.gov/Archives/edgar/data/202058/000119312512198223/d340098d8k.htm
SEC8K-0001193125-12-214964,0000712515,0001193125-12-214964,8-K,2012-05-07,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,3,2023-03-29,2026-01-06,https://www.sec.gov/Archives/edgar/data/712515/000119312512214964/0001193125-12-214964-index.html,https://www.sec.gov/Archives/edgar/data/712515/000119312512214964/d344959d8k.htm
SEC8K-0001193125-12-218885,0001383312,0001193125-12-218885,8-K/A,2012-05-08,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/1383312/000119312512218885/0001193125-12-218885-index.html,https://www.sec.gov/Archives/edgar/data/1383312/000119312512218885/d349853d8ka.htm
SEC8K-0001299933-12-001275,0000040704,0001299933-12-001275,8-K,2012-05-22,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,4,2021-05-06,2025-10-01,https://www.sec.gov/Archives/edgar/data/40704/000129993312001275/0001299933-12-001275-index.html,https://www.sec.gov/Archives/edgar/data/40704/000129993312001275/htm_45158.htm
SEC8K-0000047217-12-000018,0000047217,0000047217-12-000018,8-K,2012-05-23,2.05|2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,4,2019-10-04,2025-11-25,https://www.sec.gov/Archives/edgar/data/47217/000004721712000018/0000047217-12-000018-index.html,https://www.sec.gov/Archives/edgar/data/47217/000004721712000018/q2form8-k_052012.htm
SEC8K-0001193125-12-256431,0001109357,0001193125-12-256431,8-K,2012-06-01,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,3,2020-08-21,2021-04-30,https://www.sec.gov/Archives/edgar/data/1109357/000119312512256431/0001193125-12-256431-index.html,https://www.sec.gov/Archives/edgar/data/1109357/000119312512256431/d361768d8k.htm
SEC8K-0001193125-12-261054,0001383312,0001193125-12-261054,8-K,2012-06-06,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/1383312/000119312512261054/0001193125-12-261054-index.html,https://www.sec.gov/Archives/edgar/data/1383312/000119312512261054/d363939d8k.htm
SEC8K-0001104659-12-045259,0001001250,0001104659-12-045259,8-K/A,2012-06-22,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,13,2019-06-13,2026-07-07,https://www.sec.gov/Archives/edgar/data/1001250/000110465912045259/0001104659-12-045259-index.html,https://www.sec.gov/Archives/edgar/data/1001250/000110465912045259/a12-15214_18ka.htm
SEC8K-0001193125-12-287692,0000097745,0001193125-12-287692,8-K,2012-06-28,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/97745/000119312512287692/0001193125-12-287692-index.html,https://www.sec.gov/Archives/edgar/data/97745/000119312512287692/d373881d8k.htm
SEC8K-0001193125-12-292236,0000789019,0001193125-12-292236,8-K,2012-07-02,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/789019/000119312512292236/0001193125-12-292236-index.html,https://www.sec.gov/Archives/edgar/data/789019/000119312512292236/d376152d8k.htm
SEC8K-0001193125-12-293901,0001326160,0001193125-12-293901,8-K,2012-07-03,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,5,2020-07-06,2023-06-12,https://www.sec.gov/Archives/edgar/data/1326160/000119312512293901/0001193125-12-293901-index.html,https://www.sec.gov/Archives/edgar/data/1326160/000119312512293901/d376342d8k.htm
SEC8K-0001193125-12-301391,0000019617,0001193125-12-301391,8-K,2012-07-13,4.02,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/19617/000119312512301391/0001193125-12-301391-index.html,https://www.sec.gov/Archives/edgar/data/19617/000119312512301391/d379832d8k.htm
SEC8K-0000885725-12-000027,0000885725,0000885725-12-000027,8-K,2012-07-26,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,2,2020-11-18,2020-12-01,https://www.sec.gov/Archives/edgar/data/885725/000088572512000027/0000885725-12-000027-index.html,https://www.sec.gov/Archives/edgar/data/885725/000088572512000027/q22012goodwillimpairmentch.htm
SEC8K-0001104659-12-055587,0000047217,0001104659-12-055587,8-K,2012-08-08,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,4,2019-10-04,2025-11-25,https://www.sec.gov/Archives/edgar/data/47217/000110465912055587/0001104659-12-055587-index.html,https://www.sec.gov/Archives/edgar/data/47217/000110465912055587/a12-17833_18k.htm
SEC8K-0000009389-12-000020,0000009389,0000009389-12-000020,8-K,2012-08-15,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,1,2022-08-04,2022-08-04,https://www.sec.gov/Archives/edgar/data/9389/000000938912000020/0000009389-12-000020-index.html,https://www.sec.gov/Archives/edgar/data/9389/000000938912000020/f8k.htm
SEC8K-0001381197-12-000048,0001381197,0001381197-12-000048,8-K,2012-08-15,4.02,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/1381197/000138119712000048/0001381197-12-000048-index.html,https://www.sec.gov/Archives/edgar/data/1381197/000138119712000048/ibkr_nonreliance.htm
SEC8K-0001193125-12-363912,0001097864,0001193125-12-363912,8-K,2012-08-22,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,6,2020-04-09,2025-11-17,https://www.sec.gov/Archives/edgar/data/1097864/000119312512363912/0001193125-12-363912-index.html,https://www.sec.gov/Archives/edgar/data/1097864/000119312512363912/d401148d8k.htm
SEC8K-0001193125-12-367467,0000014272,0001193125-12-367467,8-K,2012-08-24,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/14272/000119312512367467/0001193125-12-367467-index.html,https://www.sec.gov/Archives/edgar/data/14272/000119312512367467/d402287d8k.htm
SEC8K-0000885725-12-000037,0000885725,0000885725-12-000037,8-K,2012-10-18,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,2,2020-11-18,2020-12-01,https://www.sec.gov/Archives/edgar/data/885725/000088572512000037/0000885725-12-000037-index.html,https://www.sec.gov/Archives/edgar/data/885725/000088572512000037/q32012earningsrelease.htm
SEC8K-0001193125-12-427251,0000002488,0001193125-12-427251,8-K,2012-10-18,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/2488/000119312512427251/0001193125-12-427251-index.html,https://www.sec.gov/Archives/edgar/data/2488/000119312512427251/d428113d8k.htm
SEC8K-0000715957-12-000026,0000715957,0000715957-12-000026,8-K,2012-10-22,2.05|2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,1,2020-07-06,2020-07-06,https://www.sec.gov/Archives/edgar/data/715957/000071595712000026/0000715957-12-000026-index.html,https://www.sec.gov/Archives/edgar/data/715957/000071595712000026/kewaunee8k.htm
SEC8K-0001157523-12-005276,0001140536,0001157523-12-005276,8-K,2012-10-24,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,1,2024-10-01,2024-10-01,https://www.sec.gov/Archives/edgar/data/1140536/000115752312005276/0001157523-12-005276-index.html,https://www.sec.gov/Archives/edgar/data/1140536/000115752312005276/a50450989.htm
SEC8K-0000055785-12-000085,0000055785,0000055785-12-000085,8-K,2012-10-24,2.05|2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,1,2024-03-27,2024-03-27,https://www.sec.gov/Archives/edgar/data/55785/000005578512000085/0000055785-12-000085-index.html,https://www.sec.gov/Archives/edgar/data/55785/000005578512000085/kmb_2012x3q8k.htm
SEC8K-0001157523-12-005370,0000021665,0001157523-12-005370,8-K,2012-10-25,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,4,2022-01-28,2026-05-01,https://www.sec.gov/Archives/edgar/data/21665/000115752312005370/0001157523-12-005370-index.html,https://www.sec.gov/Archives/edgar/data/21665/000115752312005370/a50452669.htm
SEC8K-0000037996-12-000044,0000037996,0000037996-12-000044,8-K,2012-10-25,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,7,2019-06-06,2025-12-15,https://www.sec.gov/Archives/edgar/data/37996/000003799612000044/0000037996-12-000044-index.html,https://www.sec.gov/Archives/edgar/data/37996/000003799612000044/form8-kdated10x25x2012.htm
SEC8K-0001104659-12-072456,0001326160,0001104659-12-072456,8-K,2012-10-31,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,5,2020-07-06,2023-06-12,https://www.sec.gov/Archives/edgar/data/1326160/000110465912072456/0001104659-12-072456-index.html,https://www.sec.gov/Archives/edgar/data/1326160/000110465912072456/a12-25356_18k.htm
SEC8K-0001193125-12-446900,0000874761,0001193125-12-446900,8-K,2012-11-01,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,6,2020-06-23,2026-01-16,https://www.sec.gov/Archives/edgar/data/874761/000119312512446900/0001193125-12-446900-index.html,https://www.sec.gov/Archives/edgar/data/874761/000119312512446900/d431640d8k.htm
SEC8K-0001104659-12-073900,0001385157,0001104659-12-073900,8-K,2012-11-05,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,3,2019-07-24,2023-03-16,https://www.sec.gov/Archives/edgar/data/1385157/000110465912073900/0001104659-12-073900-index.html,https://www.sec.gov/Archives/edgar/data/1385157/000110465912073900/a12-25628_18k.htm
SEC8K-0000936340-12-000128,0000936340,0000936340-12-000128,8-K,2012-11-19,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/936340/000093634012000128/0000936340-12-000128-index.html,https://www.sec.gov/Archives/edgar/data/936340/000093634012000128/form8-kbarnettassetsale.htm
SEC8K-0000097476-12-000058,0000097476,0000097476-12-000058,8-K,2012-11-19,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/97476/000009747612000058/0000097476-12-000058-index.html,https://www.sec.gov/Archives/edgar/data/97476/000009747612000058/d8k11192012.htm
SEC8K-0000004904-12-000079,0000004904,0000004904-12-000079,8-K,2012-11-20,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,2,2023-12-20,2024-01-11,https://www.sec.gov/Archives/edgar/data/4904/000000490412000079/0000004904-12-000079-index.html,https://www.sec.gov/Archives/edgar/data/4904/000000490412000079/opco8k112012.htm
SEC8K-0001299933-12-002748,0000202058,0001299933-12-002748,8-K/A,2012-12-11,2.05|2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/202058/000129993312002748/0001299933-12-002748-index.html,https://www.sec.gov/Archives/edgar/data/202058/000129993312002748/htm_46639.htm
SEC8K-0001104659-12-084662,0001001250,0001104659-12-084662,8-K/A,2012-12-17,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,13,2019-06-13,2026-07-07,https://www.sec.gov/Archives/edgar/data/1001250/000110465912084662/0001104659-12-084662-index.html,https://www.sec.gov/Archives/edgar/data/1001250/000110465912084662/a12-29587_18ka.htm
SEC8K-0001157523-12-006425,0001140536,0001157523-12-006425,8-K,2012-12-19,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,1,2024-10-01,2024-10-01,https://www.sec.gov/Archives/edgar/data/1140536/000115752312006425/0001157523-12-006425-index.html,https://www.sec.gov/Archives/edgar/data/1140536/000115752312006425/a50513520.htm
SEC8K-0000004962-13-000003,0000004962,0000004962-13-000003,8-K,2013-01-10,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/4962/000000496213000003/0000004962-13-000003-index.html,https://www.sec.gov/Archives/edgar/data/4962/000000496213000003/jan7_8k.htm
SEC8K-0000018230-13-000041,0000018230,0000018230-13-000041,8-K,2013-01-18,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/18230/000001823013000041/0000018230-13-000041-index.html,https://www.sec.gov/Archives/edgar/data/18230/000001823013000041/january18_form8k.htm
SEC8K-0001193125-13-019330,0000002488,0001193125-13-019330,8-K,2013-01-22,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/2488/000119312513019330/0001193125-13-019330-index.html,https://www.sec.gov/Archives/edgar/data/2488/000119312513019330/d470786d8k.htm
SEC8K-0001299933-13-000136,0000106040,0001299933-13-000136,8-K,2013-01-23,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/106040/000129993313000136/0001299933-13-000136-index.html,https://www.sec.gov/Archives/edgar/data/106040/000129993313000136/htm_46937.htm
SEC8K-0001104659-13-004399,0000866374,0001104659-13-004399,8-K,2013-01-24,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,2,2019-07-25,2024-05-01,https://www.sec.gov/Archives/edgar/data/866374/000110465913004399/0001104659-13-004399-index.html,https://www.sec.gov/Archives/edgar/data/866374/000110465913004399/a13-3468_18k.htm
SEC8K-0001104659-13-005137,0001385157,0001104659-13-005137,8-K/A,2013-01-28,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,3,2019-07-24,2023-03-16,https://www.sec.gov/Archives/edgar/data/1385157/000110465913005137/0001104659-13-005137-index.html,https://www.sec.gov/Archives/edgar/data/1385157/000110465913005137/a13-3620_18ka.htm
SEC8K-0000885725-13-000004,0000885725,0000885725-13-000004,8-K,2013-01-29,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,2,2020-11-18,2020-12-01,https://www.sec.gov/Archives/edgar/data/885725/000088572513000004/0000885725-13-000004-index.html,https://www.sec.gov/Archives/edgar/data/885725/000088572513000004/q42012earningsrelease.htm
SEC8K-0001104659-13-007327,0001326160,0001104659-13-007327,8-K,2013-02-05,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,5,2020-07-06,2023-06-12,https://www.sec.gov/Archives/edgar/data/1326160/000110465913007327/0001104659-13-007327-index.html,https://www.sec.gov/Archives/edgar/data/1326160/000110465913007327/a13-4397_18k.htm
SEC8K-0001104659-13-007328,0001326160,0001104659-13-007328,8-K,2013-02-05,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,5,2020-07-06,2023-06-12,https://www.sec.gov/Archives/edgar/data/1326160/000110465913007328/0001104659-13-007328-index.html,https://www.sec.gov/Archives/edgar/data/1326160/000110465913007328/a13-4397_18k.htm
SEC8K-0001193125-13-096223,0001318605,0001193125-13-096223,8-K,2013-03-07,4.02,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/1318605/000119312513096223/0001193125-13-096223-index.html,https://www.sec.gov/Archives/edgar/data/1318605/000119312513096223/d498040d8k.htm
