ticker,cik,accession_number,form,filing_date,accepted_at,items,primary_document,archive_dir,index_json_url,classification_status
CRWD,0001535527,0001535527-21-000005,8-K,2021-03-16,2021-03-16T20:06:47.000Z,2.02,crwd-20210316.htm,https://www.sec.gov/Archives/edgar/data/1535527/000153552721000005,https://www.sec.gov/Archives/edgar/data/1535527/000153552721000005/index.json,NOT_CLASSIFIED
WSM,0000719955,0001193125-21-084120,8-K,2021-03-17,2021-03-17T20:30:41.000Z,2.02,d137529d8k.htm,https://www.sec.gov/Archives/edgar/data/719955/000119312521084120,https://www.sec.gov/Archives/edgar/data/719955/000119312521084120/index.json,NOT_CLASSIFIED
COIN,0001679788,0001628280-21-006601,8-K,2021-04-06,2021-04-06T20:06:26.000Z,"2.02,7.01",coinbaseglobalinc-8xk.htm,https://www.sec.gov/Archives/edgar/data/1679788/000162828021006601,https://www.sec.gov/Archives/edgar/data/1679788/000162828021006601/index.json,NOT_CLASSIFIED
RHI,0000315213,0000315213-21-000054,8-K,2021-04-21,2021-04-21T20:15:27.000Z,2.02,rhi-20210421.htm,https://www.sec.gov/Archives/edgar/data/315213/000031521321000054,https://www.sec.gov/Archives/edgar/data/315213/000031521321000054/index.json,NOT_CLASSIFIED
APP,0001751008,0001193125-21-128966,8-K,2021-04-23,2021-04-23T20:02:00.000Z,7.01,d178702d8k.htm,https://www.sec.gov/Archives/edgar/data/1751008/000119312521128966,https://www.sec.gov/Archives/edgar/data/1751008/000119312521128966/index.json,NOT_CLASSIFIED
ERIE,0000922621,0000922621-21-000021,8-K,2021-04-29,2021-04-29T20:20:56.000Z,2.02,erie-20210429.htm,https://www.sec.gov/Archives/edgar/data/922621/000092262121000021,https://www.sec.gov/Archives/edgar/data/922621/000092262121000021/index.json,NOT_CLASSIFIED
VNT,0001786842,0001786842-21-000034,8-K,2021-05-06,2021-05-06T10:03:04.000Z,2.02,vnt-20210506.htm,https://www.sec.gov/Archives/edgar/data/1786842/000178684221000034,https://www.sec.gov/Archives/edgar/data/1786842/000178684221000034/index.json,NOT_CLASSIFIED
DDOG,0001561550,0001561550-21-000004,8-K,2021-05-06,2021-05-06T20:22:04.000Z,2.02,ddog-20210506.htm,https://www.sec.gov/Archives/edgar/data/1561550/000156155021000004,https://www.sec.gov/Archives/edgar/data/1561550/000156155021000004/index.json,NOT_CLASSIFIED
PLTR,0001321655,0001193125-21-156956,8-K,2021-05-11,2021-05-11T11:10:51.000Z,2.02,d77775d8k.htm,https://www.sec.gov/Archives/edgar/data/1321655/000119312521156956,https://www.sec.gov/Archives/edgar/data/1321655/000119312521156956/index.json,NOT_CLASSIFIED
APP,0001751008,0001193125-21-159070,8-K,2021-05-12,2021-05-12T20:15:44.000Z,2.02,d532849d8k.htm,https://www.sec.gov/Archives/edgar/data/1751008/000119312521159070,https://www.sec.gov/Archives/edgar/data/1751008/000119312521159070/index.json,NOT_CLASSIFIED
ABNB,0001559720,0001193125-21-160458,8-K,2021-05-13,2021-05-13T20:00:42.000Z,2.02,d476842d8k.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312521160458,https://www.sec.gov/Archives/edgar/data/1559720/000119312521160458/index.json,NOT_CLASSIFIED
COIN,0001679788,0001679788-21-000005,8-K,2021-05-13,2021-05-13T20:01:29.000Z,2.02,coin-20210513.htm,https://www.sec.gov/Archives/edgar/data/1679788/000167978821000005,https://www.sec.gov/Archives/edgar/data/1679788/000167978821000005/index.json,NOT_CLASSIFIED
DASH,0001792789,0001628280-21-010151,8-K,2021-05-13,2021-05-13T20:08:04.000Z,"2.02,7.01",dash-20210513.htm,https://www.sec.gov/Archives/edgar/data/1792789/000162828021010151,https://www.sec.gov/Archives/edgar/data/1792789/000162828021010151/index.json,NOT_CLASSIFIED
WSM,0000719955,0001628280-21-011118,8-K,2021-05-26,2021-05-26T20:17:47.000Z,2.02,wsm-20210526.htm,https://www.sec.gov/Archives/edgar/data/719955/000162828021011118,https://www.sec.gov/Archives/edgar/data/719955/000162828021011118/index.json,NOT_CLASSIFIED
OGN,0001821825,0001193125-21-180652,8-K,2021-06-03,2021-06-03T12:00:40.000Z,7.01,d49288d8k.htm,https://www.sec.gov/Archives/edgar/data/1821825/000119312521180652,https://www.sec.gov/Archives/edgar/data/1821825/000119312521180652/index.json,NOT_CLASSIFIED
CRWD,0001535527,0001535527-21-000011,8-K,2021-06-03,2021-06-03T20:07:20.000Z,2.02,crwd-20210603.htm,https://www.sec.gov/Archives/edgar/data/1535527/000153552721000011,https://www.sec.gov/Archives/edgar/data/1535527/000153552721000011/index.json,NOT_CLASSIFIED
MRVL,0001835632,0001835632-21-000005,8-K,2021-06-07,2021-06-07T20:07:04.000Z,2.02,mrvl-20210607.htm,https://www.sec.gov/Archives/edgar/data/1835632/000183563221000005,https://www.sec.gov/Archives/edgar/data/1835632/000183563221000005/index.json,NOT_CLASSIFIED
OGN,0001821825,0001104659-21-086583,8-K,2021-06-29,2021-06-29T13:00:29.000Z,7.01,tm2120857d1_8k.htm,https://www.sec.gov/Archives/edgar/data/1821825/000110465921086583,https://www.sec.gov/Archives/edgar/data/1821825/000110465921086583/index.json,NOT_CLASSIFIED
VNT,0001786842,0000947871-21-000786,8-K,2021-07-20,2021-07-20T21:00:58.000Z,2.02,ss383857_8k.htm,https://www.sec.gov/Archives/edgar/data/1786842/000094787121000786,https://www.sec.gov/Archives/edgar/data/1786842/000094787121000786/index.json,NOT_CLASSIFIED
RHI,0000315213,0000315213-21-000080,8-K,2021-07-22,2021-07-22T20:16:41.000Z,2.02,rhi-20210722.htm,https://www.sec.gov/Archives/edgar/data/315213/000031521321000080,https://www.sec.gov/Archives/edgar/data/315213/000031521321000080/index.json,NOT_CLASSIFIED
