ticker,hypothesis_id,threshold,signal_date,fold_id,label,signal_price,signal_volatility,pullback_threshold,continuation_threshold,structural_threshold,mfe,mae,time_to_high_days,time_to_low_days,low_before_high,recovery_after_low,terminal_return,gross_oracle_opportunity,outcome_end
AMZN,PROFIT_DOWNSIDE_EXPANSION_V2,0.8,2016-09-30,F01,TRADABLE_PULLBACK,41.8655014,0.1477102648120971,0.06396042086350137,0.11078269860907282,0.18463783101512138,0.06473107927473687,-0.14121418261576102,126,31,True,True,0.06473107927473687,0.16443469344414985,2017-04-03
AMZN,PROFIT_DOWNSIDE_EXPANSION_V2,0.9,2016-09-30,F01,TRADABLE_PULLBACK,41.8655014,0.1477102648120971,0.06396042086350137,0.11078269860907282,0.18463783101512138,0.06473107927473687,-0.14121418261576102,126,31,True,True,0.06473107927473687,0.16443469344414985,2017-04-03
APD,PROFIT_TREND_DECELERATION_V2,0.8,2016-09-30,F01,NOISE,108.871788,0.13477842618655156,0.05836077047981973,0.10108381963991367,0.16847303273318945,0.08317795607435041,-0.04299356321768122,80,9,True,True,-0.010837878404274859,0.04492505124859525,2017-04-03
APD,PROFIT_TREND_DECELERATION_V2,0.8,2016-12-31,F01,TRADABLE_PULLBACK,113.9731293,0.1398042206184659,0.060537003305937837,0.10485316546384943,0.17475527577308236,0.03469582281619421,-0.06174405180607767,17,57,False,True,0.01695443576804556,0.0658072585896532,2017-07-03
APD,PROFIT_TREND_DECELERATION_V2,0.9,2016-09-30,F01,NOISE,108.871788,0.13477842618655156,0.05836077047981973,0.10108381963991367,0.16847303273318945,0.08317795607435041,-0.04299356321768122,80,9,True,True,-0.010837878404274859,0.04492505124859525,2017-04-03
APD,PROFIT_RELATIVE_BREAK_V2,0.8,2017-01-31,F01,NOISE,110.7556381,0.15873627028235743,0.06873482128325718,0.11905220271176807,0.19842033785294677,0.0800776994485124,-0.03448737839017513,126,37,True,True,0.0800776994485124,0.035719241383580735,2017-08-01
APD,PROFIT_RELATIVE_BREAK_V2,0.9,2017-01-31,F01,NOISE,110.7556381,0.15873627028235743,0.06873482128325718,0.11905220271176807,0.19842033785294677,0.0800776994485124,-0.03448737839017513,126,37,True,True,0.0800776994485124,0.035719241383580735,2017-08-01
APD,PROFIT_DOWNSIDE_EXPANSION_V2,0.8,2016-09-30,F01,NOISE,108.871788,0.13477842618655156,0.05836077047981973,0.10108381963991367,0.16847303273318945,0.08317795607435041,-0.04299356321768122,80,9,True,True,-0.010837878404274859,0.04492505124859525,2017-04-03
APD,PROFIT_DOWNSIDE_EXPANSION_V2,0.8,2017-01-31,F01,NOISE,110.7556381,0.15873627028235743,0.06873482128325718,0.11905220271176807,0.19842033785294677,0.0800776994485124,-0.03448737839017513,126,37,True,True,0.0800776994485124,0.035719241383580735,2017-08-01
APD,PROFIT_DOWNSIDE_EXPANSION_V2,0.9,2016-09-30,F01,NOISE,108.871788,0.13477842618655156,0.05836077047981973,0.10108381963991367,0.16847303273318945,0.08317795607435041,-0.04299356321768122,80,9,True,True,-0.010837878404274859,0.04492505124859525,2017-04-03
APD,PROFIT_DOWNSIDE_EXPANSION_V2,0.9,2017-01-31,F01,NOISE,110.7556381,0.15873627028235743,0.06873482128325718,0.11905220271176807,0.19842033785294677,0.0800776994485124,-0.03448737839017513,126,37,True,True,0.0800776994485124,0.035719241383580735,2017-08-01
