issuer_cik,calendar_year,catalogAccessions,reviewSampleAccessions,downloadedAccessions,parsedAccessions,issuerRejectedAccessions,unresolvedSourceAccessions,downloadCoverage,parseCoverage,cellComplete
0001045609,2016,87,2,2,2,0,0,0.022988505747126436,0.022988505747126436,False
0001045609,2017,99,2,2,2,0,0,0.020202020202020204,0.020202020202020204,False
0001045609,2018,112,2,2,2,0,0,0.017857142857142856,0.017857142857142856,False
0001045609,2019,114,2,2,2,0,0,0.017543859649122806,0.017543859649122806,False
0001045609,2020,103,2,2,2,0,0,0.019417475728155338,0.019417475728155338,False
0001045609,2021,93,2,2,2,0,0,0.021505376344086023,0.021505376344086023,False
0001045609,2022,98,2,2,2,0,0,0.02040816326530612,0.02040816326530612,False
0001045609,2023,86,2,2,2,0,0,0.023255813953488372,0.023255813953488372,False
0001045609,2024,90,2,2,2,0,0,0.022222222222222223,0.022222222222222223,False
0001045609,2025,76,2,2,2,0,0,0.02631578947368421,0.02631578947368421,False
0001045609,2026,59,2,2,2,0,0,0.03389830508474576,0.03389830508474576,False
0001045810,2012,30,2,2,2,0,0,0.06666666666666667,0.06666666666666667,False
0001045810,2013,24,2,2,2,0,0,0.08333333333333333,0.08333333333333333,False
0001045810,2014,68,2,2,2,0,0,0.029411764705882353,0.029411764705882353,False
0001045810,2015,64,2,2,2,0,0,0.03125,0.03125,False
0001045810,2016,69,2,2,2,0,0,0.028985507246376812,0.028985507246376812,False
0001045810,2017,70,2,2,2,0,0,0.02857142857142857,0.02857142857142857,False
0001045810,2018,63,2,2,2,0,0,0.031746031746031744,0.031746031746031744,False
0001045810,2019,68,2,2,2,0,0,0.029411764705882353,0.029411764705882353,False
0001045810,2020,86,2,2,2,0,0,0.023255813953488372,0.023255813953488372,False
0001045810,2021,75,2,2,2,0,0,0.02666666666666667,0.02666666666666667,False
0001045810,2022,67,2,2,2,0,0,0.029850746268656716,0.029850746268656716,False
0001045810,2023,95,2,2,2,0,0,0.021052631578947368,0.021052631578947368,False
0001045810,2024,119,2,2,2,0,0,0.01680672268907563,0.01680672268907563,False
0001045810,2025,117,2,2,2,0,0,0.017094017094017096,0.017094017094017096,False
0001045810,2026,46,2,2,2,0,0,0.043478260869565216,0.043478260869565216,False
0001053507,2012,50,2,2,2,0,0,0.04,0.04,False
0001053507,2013,45,2,2,2,0,0,0.044444444444444446,0.044444444444444446,False
0001053507,2014,50,2,2,2,0,0,0.04,0.04,False
0001053507,2015,35,2,2,2,0,0,0.05714285714285714,0.05714285714285714,False
0001053507,2016,53,2,2,2,0,0,0.03773584905660377,0.03773584905660377,False
0001053507,2017,48,2,2,2,0,0,0.041666666666666664,0.041666666666666664,False
0001053507,2018,48,2,2,2,0,0,0.041666666666666664,0.041666666666666664,False
0001053507,2019,73,2,2,2,0,0,0.0273972602739726,0.0273972602739726,False
0001053507,2020,65,2,2,2,0,0,0.03076923076923077,0.03076923076923077,False
0001053507,2021,56,2,2,2,0,0,0.03571428571428571,0.03571428571428571,False
0001053507,2022,50,2,2,2,0,0,0.04,0.04,False
0001053507,2023,46,2,2,2,0,0,0.043478260869565216,0.043478260869565216,False
0001053507,2024,47,2,2,2,0,0,0.0425531914893617,0.0425531914893617,False
0001053507,2025,37,2,2,1,0,1,0.05405405405405406,0.02702702702702703,False
0001053507,2026,33,2,2,2,0,0,0.06060606060606061,0.06060606060606061,False
0001065280,2012,185,2,2,2,0,0,0.010810810810810811,0.010810810810810811,False
0001065280,2013,234,2,2,2,0,0,0.008547008547008548,0.008547008547008548,False
0001065280,2014,212,2,2,2,0,0,0.009433962264150943,0.009433962264150943,False
0001065280,2015,260,2,2,2,0,0,0.007692307692307693,0.007692307692307693,False
0001065280,2016,251,2,2,2,0,0,0.00796812749003984,0.00796812749003984,False
0001065280,2017,259,2,2,2,0,0,0.007722007722007722,0.007722007722007722,False
0001065280,2018,320,2,2,2,0,0,0.00625,0.00625,False
0001065280,2019,227,2,2,2,0,0,0.00881057268722467,0.00881057268722467,False
0001065280,2020,251,2,2,2,0,0,0.00796812749003984,0.00796812749003984,False
0001065280,2021,236,2,2,2,0,0,0.00847457627118644,0.00847457627118644,False
0001065280,2022,218,2,2,2,0,0,0.009174311926605505,0.009174311926605505,False
0001065280,2023,205,2,2,2,0,0,0.00975609756097561,0.00975609756097561,False
0001065280,2024,201,2,2,2,0,0,0.009950248756218905,0.009950248756218905,False
0001065280,2025,233,2,2,2,0,0,0.008583690987124463,0.008583690987124463,False
0001065280,2026,116,2,2,2,0,0,0.017241379310344827,0.017241379310344827,False
0001108524,2012,176,2,2,2,0,0,0.011363636363636364,0.011363636363636364,False
0001108524,2013,217,2,2,2,0,0,0.009216589861751152,0.009216589861751152,False
0001108524,2014,236,2,2,2,0,0,0.00847457627118644,0.00847457627118644,False
0001108524,2015,334,2,2,2,0,0,0.005988023952095809,0.005988023952095809,False
0001108524,2016,426,2,2,2,0,0,0.004694835680751174,0.004694835680751174,False
0001108524,2017,430,2,2,2,0,0,0.004651162790697674,0.004651162790697674,False
0001108524,2018,522,2,2,2,0,0,0.0038314176245210726,0.0038314176245210726,False
0001108524,2019,434,2,2,2,0,0,0.004608294930875576,0.004608294930875576,False
0001108524,2020,406,2,2,2,0,0,0.0049261083743842365,0.0049261083743842365,False
0001108524,2021,319,2,2,2,0,0,0.006269592476489028,0.006269592476489028,False
0001108524,2022,345,2,2,2,0,0,0.005797101449275362,0.005797101449275362,False
0001108524,2023,392,2,2,2,0,0,0.00510204081632653,0.00510204081632653,False
0001108524,2024,313,2,2,2,0,0,0.006389776357827476,0.006389776357827476,False
0001108524,2025,213,2,2,2,0,0,0.009389671361502348,0.009389671361502348,False
0001108524,2026,56,2,2,2,0,0,0.03571428571428571,0.03571428571428571,False
0001141391,2012,70,2,2,2,0,0,0.02857142857142857,0.02857142857142857,False
0001141391,2013,58,2,2,2,0,0,0.034482758620689655,0.034482758620689655,False
0001141391,2014,62,2,2,2,0,0,0.03225806451612903,0.03225806451612903,False
0001141391,2015,70,2,2,2,0,0,0.02857142857142857,0.02857142857142857,False
0001141391,2016,66,2,2,2,0,0,0.030303030303030304,0.030303030303030304,False
0001141391,2017,51,2,2,2,0,0,0.0392156862745098,0.0392156862745098,False
0001141391,2018,39,2,2,2,0,0,0.05128205128205128,0.05128205128205128,False
0001141391,2019,63,2,2,2,0,0,0.031746031746031744,0.031746031746031744,False
0001141391,2020,93,2,2,2,0,0,0.021505376344086023,0.021505376344086023,False
0001141391,2021,75,2,2,2,0,0,0.02666666666666667,0.02666666666666667,False
0001141391,2022,53,2,2,2,0,0,0.03773584905660377,0.03773584905660377,False
0001141391,2023,61,2,2,2,0,0,0.03278688524590164,0.03278688524590164,False
0001141391,2024,119,2,2,2,0,0,0.01680672268907563,0.01680672268907563,False
0001141391,2025,65,2,2,2,0,0,0.03076923076923077,0.03076923076923077,False
0001141391,2026,32,2,2,2,0,0,0.0625,0.0625,False
0001163165,2012,126,2,2,2,0,0,0.015873015873015872,0.015873015873015872,False
0001163165,2013,83,2,2,2,0,0,0.024096385542168676,0.024096385542168676,False
0001163165,2014,63,2,2,2,0,0,0.031746031746031744,0.031746031746031744,False
0001163165,2015,79,2,2,2,0,0,0.02531645569620253,0.02531645569620253,False
0001163165,2016,84,2,2,2,0,0,0.023809523809523808,0.023809523809523808,False
0001163165,2017,104,2,2,2,0,0,0.019230769230769232,0.019230769230769232,False
0001163165,2018,104,2,2,2,0,0,0.019230769230769232,0.019230769230769232,False
0001163165,2019,72,2,2,2,0,0,0.027777777777777776,0.027777777777777776,False
0001163165,2020,76,2,2,2,0,0,0.02631578947368421,0.02631578947368421,False
0001163165,2021,93,2,2,2,0,0,0.021505376344086023,0.021505376344086023,False
0001163165,2022,92,2,2,2,0,0,0.021739130434782608,0.021739130434782608,False
0001163165,2023,85,2,2,2,0,0,0.023529411764705882,0.023529411764705882,False
0001163165,2024,76,2,2,2,0,0,0.02631578947368421,0.02631578947368421,False
0001163165,2025,65,2,2,2,0,0,0.03076923076923077,0.03076923076923077,False
0001163165,2026,48,2,2,2,0,0,0.041666666666666664,0.041666666666666664,False
0001164727,2012,71,2,2,2,0,0,0.028169014084507043,0.028169014084507043,False
0001164727,2013,59,2,2,2,0,0,0.03389830508474576,0.03389830508474576,False
0001164727,2014,30,2,2,2,0,0,0.06666666666666667,0.06666666666666667,False
0001164727,2015,36,2,2,2,0,0,0.05555555555555555,0.05555555555555555,False
0001164727,2016,41,2,2,2,0,0,0.04878048780487805,0.04878048780487805,False
0001164727,2017,73,2,2,2,0,0,0.0273972602739726,0.0273972602739726,False
0001164727,2018,97,2,2,2,0,0,0.020618556701030927,0.020618556701030927,False
0001164727,2019,121,2,2,2,0,0,0.01652892561983471,0.01652892561983471,False
0001164727,2020,111,2,2,2,0,0,0.018018018018018018,0.018018018018018018,False
0001164727,2021,105,2,2,2,0,0,0.01904761904761905,0.01904761904761905,False
0001164727,2022,80,2,2,2,0,0,0.025,0.025,False
0001164727,2023,62,2,2,2,0,0,0.03225806451612903,0.03225806451612903,False
0001164727,2024,59,2,2,2,0,0,0.03389830508474576,0.03389830508474576,False
0001164727,2025,61,2,2,2,0,0,0.03278688524590164,0.03278688524590164,False
0001164727,2026,49,2,2,2,0,0,0.04081632653061224,0.04081632653061224,False
0001283699,2012,168,2,2,2,0,0,0.011904761904761904,0.011904761904761904,False
0001283699,2013,126,2,2,2,0,0,0.015873015873015872,0.015873015873015872,False
0001283699,2014,16,2,2,2,0,0,0.125,0.125,False
0001283699,2015,38,2,2,2,0,0,0.05263157894736842,0.05263157894736842,False
0001283699,2016,56,2,2,2,0,0,0.03571428571428571,0.03571428571428571,False
0001283699,2017,29,2,2,2,0,0,0.06896551724137931,0.06896551724137931,False
0001283699,2018,81,2,2,2,0,0,0.024691358024691357,0.024691358024691357,False
0001283699,2019,31,2,2,2,0,0,0.06451612903225806,0.06451612903225806,False
0001283699,2020,62,2,2,2,0,0,0.03225806451612903,0.03225806451612903,False
0001283699,2021,53,2,2,2,0,0,0.03773584905660377,0.03773584905660377,False
0001283699,2022,48,2,2,2,0,0,0.041666666666666664,0.041666666666666664,False
0001283699,2023,57,2,2,2,0,0,0.03508771929824561,0.03508771929824561,False
0001283699,2024,110,2,2,2,0,0,0.01818181818181818,0.01818181818181818,False
0001283699,2025,101,2,2,2,0,0,0.019801980198019802,0.019801980198019802,False
0001283699,2026,32,2,2,2,0,0,0.0625,0.0625,False
0001318605,2012,48,2,2,2,0,0,0.041666666666666664,0.041666666666666664,False
0001318605,2013,44,2,2,2,0,0,0.045454545454545456,0.045454545454545456,False
0001318605,2014,28,2,2,2,0,0,0.07142857142857142,0.07142857142857142,False
0001318605,2015,42,2,2,2,0,0,0.047619047619047616,0.047619047619047616,False
0001318605,2016,35,2,2,2,0,0,0.05714285714285714,0.05714285714285714,False
0001318605,2017,48,2,2,2,0,0,0.041666666666666664,0.041666666666666664,False
0001318605,2018,48,2,2,2,0,0,0.041666666666666664,0.041666666666666664,False
0001318605,2019,67,2,2,2,0,0,0.029850746268656716,0.029850746268656716,False
0001318605,2020,80,2,2,2,0,0,0.025,0.025,False
0001318605,2021,96,2,2,2,0,0,0.020833333333333332,0.020833333333333332,False
0001318605,2022,64,2,2,2,0,0,0.03125,0.03125,False
0001318605,2023,43,2,2,2,0,0,0.046511627906976744,0.046511627906976744,False
0001318605,2024,24,2,2,2,0,0,0.08333333333333333,0.08333333333333333,False
0001318605,2025,39,2,2,2,0,0,0.05128205128205128,0.05128205128205128,False
0001318605,2026,11,2,2,2,0,0,0.18181818181818182,0.18181818181818182,False
0001326160,2012,100,2,2,2,0,0,0.02,0.02,False
0001326160,2013,102,2,2,2,0,0,0.0196078431372549,0.0196078431372549,False
0001326160,2014,107,2,2,2,0,0,0.018691588785046728,0.018691588785046728,False
0001326160,2015,73,2,2,2,0,0,0.0273972602739726,0.0273972602739726,False
0001326160,2016,75,2,2,2,0,0,0.02666666666666667,0.02666666666666667,False
0001326160,2017,63,2,2,2,0,0,0.031746031746031744,0.031746031746031744,False
0001326160,2018,69,2,2,2,0,0,0.028985507246376812,0.028985507246376812,False
0001326160,2019,87,2,2,2,0,0,0.022988505747126436,0.022988505747126436,False
0001326160,2020,82,2,2,2,0,0,0.024390243902439025,0.024390243902439025,False
0001326160,2021,78,2,2,2,0,0,0.02564102564102564,0.02564102564102564,False
0001326160,2022,110,2,2,2,0,0,0.01818181818181818,0.01818181818181818,False
0001326160,2023,74,2,2,2,0,0,0.02702702702702703,0.02702702702702703,False
0001326160,2024,57,2,2,2,0,0,0.03508771929824561,0.03508771929824561,False
0001326160,2025,72,2,2,2,0,0,0.027777777777777776,0.027777777777777776,False
0001326160,2026,65,2,2,2,0,0,0.03076923076923077,0.03076923076923077,False
0001326801,2012,86,2,2,2,0,0,0.023255813953488372,0.023255813953488372,False
0001326801,2013,208,2,2,2,0,0,0.009615384615384616,0.009615384615384616,False
0001326801,2014,211,2,2,2,0,0,0.009478672985781991,0.009478672985781991,False
0001326801,2015,186,2,2,2,0,0,0.010752688172043012,0.010752688172043012,False
0001326801,2016,221,2,2,2,0,0,0.00904977375565611,0.00904977375565611,False
0001326801,2017,200,2,2,2,0,0,0.01,0.01,False
0001326801,2018,225,2,2,2,0,0,0.008888888888888889,0.008888888888888889,False
0001326801,2019,189,2,2,2,0,0,0.010582010582010581,0.010582010582010581,False
0001326801,2020,168,2,2,2,0,0,0.011904761904761904,0.011904761904761904,False
0001326801,2021,351,2,2,2,0,0,0.005698005698005698,0.005698005698005698,False
0001326801,2022,120,2,2,2,0,0,0.016666666666666666,0.016666666666666666,False
0001326801,2023,163,2,2,2,0,0,0.012269938650306749,0.012269938650306749,False
0001326801,2024,335,2,2,2,0,0,0.005970149253731343,0.005970149253731343,False
0001326801,2025,272,2,2,2,0,0,0.007352941176470588,0.007352941176470588,False
0001326801,2026,88,2,2,2,0,0,0.022727272727272728,0.022727272727272728,False
0001341439,2012,61,2,2,2,0,0,0.03278688524590164,0.03278688524590164,False
0001341439,2013,58,2,2,2,0,0,0.034482758620689655,0.034482758620689655,False
0001341439,2014,58,2,2,2,0,0,0.034482758620689655,0.034482758620689655,False
0001341439,2015,58,2,2,2,0,0,0.034482758620689655,0.034482758620689655,False
0001341439,2016,69,2,2,1,1,0,0.028985507246376812,0.014492753623188406,False
0001341439,2017,72,2,2,2,0,0,0.027777777777777776,0.027777777777777776,False
0001341439,2018,64,2,2,2,0,0,0.03125,0.03125,False
0001341439,2019,58,2,2,2,0,0,0.034482758620689655,0.034482758620689655,False
0001341439,2020,48,2,2,2,0,0,0.041666666666666664,0.041666666666666664,False
0001341439,2021,51,2,2,2,0,0,0.0392156862745098,0.0392156862745098,False
0001341439,2022,38,2,2,2,0,0,0.05263157894736842,0.05263157894736842,False
0001341439,2023,49,2,2,2,0,0,0.04081632653061224,0.04081632653061224,False
0001341439,2024,50,2,2,2,0,0,0.04,0.04,False
0001341439,2025,72,2,2,2,0,0,0.027777777777777776,0.027777777777777776,False
0001341439,2026,17,2,2,2,0,0,0.11764705882352941,0.11764705882352941,False
0001403161,2012,88,2,2,2,0,0,0.022727272727272728,0.022727272727272728,False
0001403161,2013,44,2,2,2,0,0,0.045454545454545456,0.045454545454545456,False
0001403161,2014,39,2,2,2,0,0,0.05128205128205128,0.05128205128205128,False
0001403161,2015,34,2,2,2,0,0,0.058823529411764705,0.058823529411764705,False
0001403161,2016,35,2,2,2,0,0,0.05714285714285714,0.05714285714285714,False
0001403161,2017,35,2,2,2,0,0,0.05714285714285714,0.05714285714285714,False
0001403161,2018,28,2,2,2,0,0,0.07142857142857142,0.07142857142857142,False
0001403161,2019,40,2,2,2,0,0,0.05,0.05,False
0001403161,2020,54,2,2,2,0,0,0.037037037037037035,0.037037037037037035,False
0001403161,2021,65,2,2,2,0,0,0.03076923076923077,0.03076923076923077,False
0001403161,2022,51,2,2,2,0,0,0.0392156862745098,0.0392156862745098,False
0001403161,2023,53,2,2,2,0,0,0.03773584905660377,0.03773584905660377,False
0001403161,2024,45,2,2,2,0,0,0.044444444444444446,0.044444444444444446,False
0001403161,2025,53,2,2,2,0,0,0.03773584905660377,0.03773584905660377,False
0001403161,2026,21,2,2,2,0,0,0.09523809523809523,0.09523809523809523,False
0001551152,2012,1,1,1,1,0,0,1.0,1.0,True
0001551152,2013,54,2,2,2,0,0,0.037037037037037035,0.037037037037037035,False
0001551152,2014,50,2,2,2,0,0,0.04,0.04,False
0001551152,2015,52,2,2,2,0,0,0.038461538461538464,0.038461538461538464,False
0001551152,2016,57,2,2,2,0,0,0.03508771929824561,0.03508771929824561,False
0001551152,2017,74,2,2,2,0,0,0.02702702702702703,0.02702702702702703,False
0001551152,2018,58,2,2,2,0,0,0.034482758620689655,0.034482758620689655,False
0001551152,2019,68,2,2,2,0,0,0.029411764705882353,0.029411764705882353,False
0001551152,2020,75,2,2,2,0,0,0.02666666666666667,0.02666666666666667,False
0001551152,2021,68,2,2,2,0,0,0.029411764705882353,0.029411764705882353,False
0001551152,2022,60,2,2,2,0,0,0.03333333333333333,0.03333333333333333,False
0001551152,2023,56,2,2,2,0,0,0.03571428571428571,0.03571428571428571,False
0001551152,2024,59,2,2,2,0,0,0.03389830508474576,0.03389830508474576,False
0001551152,2025,54,2,2,2,0,0,0.037037037037037035,0.037037037037037035,False
0001551152,2026,40,2,2,2,0,0,0.05,0.05,False
0001652044,2015,49,2,2,2,0,0,0.04081632653061224,0.04081632653061224,False
0001652044,2016,258,2,2,2,0,0,0.007751937984496124,0.007751937984496124,False
0001652044,2017,146,2,2,2,0,0,0.0136986301369863,0.0136986301369863,False
0001652044,2018,136,2,2,2,0,0,0.014705882352941176,0.014705882352941176,False
0001652044,2019,88,2,2,2,0,0,0.022727272727272728,0.022727272727272728,False
0001652044,2020,77,2,2,2,0,0,0.025974025974025976,0.025974025974025976,False
0001652044,2021,230,2,2,2,0,0,0.008695652173913044,0.008695652173913044,False
0001652044,2022,215,2,2,2,0,0,0.009302325581395349,0.009302325581395349,False
0001652044,2023,124,2,2,2,0,0,0.016129032258064516,0.016129032258064516,False
0001652044,2024,174,2,2,2,0,0,0.011494252873563218,0.011494252873563218,False
0001652044,2025,175,2,2,2,0,0,0.011428571428571429,0.011428571428571429,False
0001652044,2026,99,2,2,2,0,0,0.020202020202020204,0.020202020202020204,False
0001707925,2018,7,2,2,2,0,0,0.2857142857142857,0.2857142857142857,False
0001707925,2019,63,2,2,2,0,0,0.031746031746031744,0.031746031746031744,False
0001707925,2020,54,2,2,2,0,0,0.037037037037037035,0.037037037037037035,False
0001707925,2021,46,2,2,2,0,0,0.043478260869565216,0.043478260869565216,False
0001707925,2022,48,2,2,2,0,0,0.041666666666666664,0.041666666666666664,False
0001707925,2023,47,2,2,2,0,0,0.0425531914893617,0.0425531914893617,False
0001707925,2024,56,2,2,2,0,0,0.03571428571428571,0.03571428571428571,False
0001707925,2025,43,2,2,2,0,0,0.046511627906976744,0.046511627906976744,False
0001707925,2026,30,2,2,2,0,0,0.06666666666666667,0.06666666666666667,False
0001730168,2018,45,2,2,2,0,0,0.044444444444444446,0.044444444444444446,False
0001730168,2019,55,2,2,2,0,0,0.03636363636363636,0.03636363636363636,False
0001730168,2020,88,2,2,2,0,0,0.022727272727272728,0.022727272727272728,False
0001730168,2021,58,2,2,2,0,0,0.034482758620689655,0.034482758620689655,False
0001730168,2022,34,2,2,2,0,0,0.058823529411764705,0.058823529411764705,False
0001730168,2023,39,2,2,2,0,0,0.05128205128205128,0.05128205128205128,False
0001730168,2024,58,2,2,2,0,0,0.034482758620689655,0.034482758620689655,False
0001730168,2025,58,2,2,2,0,0,0.034482758620689655,0.034482758620689655,False
0001730168,2026,35,2,2,2,0,0,0.05714285714285714,0.05714285714285714,False
0001744489,2019,77,2,2,2,0,0,0.025974025974025976,0.025974025974025976,False
0001744489,2020,77,2,2,2,0,0,0.025974025974025976,0.025974025974025976,False
0001744489,2021,77,2,2,2,0,0,0.025974025974025976,0.025974025974025976,False
0001744489,2022,71,2,2,2,0,0,0.028169014084507043,0.028169014084507043,False
0001744489,2023,74,2,2,2,0,0,0.02702702702702703,0.02702702702702703,False
0001744489,2024,83,2,2,2,0,0,0.024096385542168676,0.024096385542168676,False
0001744489,2025,69,2,2,2,0,0,0.028985507246376812,0.028985507246376812,False
0001744489,2026,44,2,2,2,0,0,0.045454545454545456,0.045454545454545456,False
