queue_id,priority,event_id,cik,accession_number,filing_date,matched_items,prior_identity_status,primary_document_url,collection_status,source_sha256,extracted_symbols,adjudication_status
IDENTITY-0001564590-20-041346,P1_TEN_YEAR_WINDOW,SEC8K-0001564590-20-041346,0001002047,0001564590-20-041346,2020-08-26,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1002047/000156459020041346/ntap-8k_20200821.htm,PENDING,,,PENDING
IDENTITY-0001109357-20-000174,P1_TEN_YEAR_WINDOW,SEC8K-0001109357-20-000174,0001109357,0001109357-20-000174,2020-08-27,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1109357/000110935720000174/exc-20200827.htm,PENDING,,,PENDING
IDENTITY-0001552781-20-000463,P1_TEN_YEAR_WINDOW,SEC8K-0001552781-20-000463,0000021344,0001552781-20-000463,2020-08-28,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/21344/000155278120000463/e20478_ko-8k.htm,PENDING,,,PENDING
IDENTITY-0001104659-20-101912,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-20-101912,0000100517,0001104659-20-101912,2020-09-02,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/100517/000110465920101912/tm2030112-1_8ka.htm,PENDING,,,PENDING
IDENTITY-0001075531-20-000054,P1_TEN_YEAR_WINDOW,SEC8K-0001075531-20-000054,0001075531,0001075531-20-000054,2020-09-10,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1075531/000107553120000054/bkng-20200804.htm,PENDING,,,PENDING
IDENTITY-0001193125-20-247156,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-20-247156,0000814547,0001193125-20-247156,2020-09-16,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/814547/000119312520247156/d939437d8k.htm,PENDING,,,PENDING
IDENTITY-0000950142-20-002295,P1_TEN_YEAR_WINDOW,SEC8K-0000950142-20-002295,0001037038,0000950142-20-002295,2020-09-22,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1037038/000095014220002295/eh200101603_8k.htm,PENDING,,,PENDING
IDENTITY-0001683168-20-003281,P1_TEN_YEAR_WINDOW,SEC8K-0001683168-20-003281,0000027904,0001683168-20-003281,2020-09-25,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/27904/000168316820003281/delta_i8k.htm,PENDING,,,PENDING
IDENTITY-0000874761-20-000056,P1_TEN_YEAR_WINDOW,SEC8K-0000874761-20-000056,0000874761,0000874761-20-000056,2020-09-29,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/874761/000087476120000056/aes-20200923.htm,PENDING,,,PENDING
IDENTITY-0000899051-20-000066,P1_TEN_YEAR_WINDOW,SEC8K-0000899051-20-000066,0000899051,0000899051-20-000066,2020-09-30,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/899051/000089905120000066/all-20200930.htm,PENDING,,,PENDING
IDENTITY-0001510295-20-000098,P1_TEN_YEAR_WINDOW,SEC8K-0001510295-20-000098,0001510295,0001510295-20-000098,2020-09-30,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1510295/000151029520000098/mpcform8-k9292020.htm,PENDING,,,PENDING
IDENTITY-0001104659-20-114989,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-20-114989,0000100517,0001104659-20-114989,2020-10-14,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/100517/000110465920114989/tm2033181d1_8ka.htm,PENDING,,,PENDING
IDENTITY-0001075531-20-000060,P1_TEN_YEAR_WINDOW,SEC8K-0001075531-20-000060,0001075531,0001075531-20-000060,2020-10-15,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1075531/000107553120000060/bkng-20200804.htm,PENDING,,,PENDING
IDENTITY-0001104659-20-115651,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-20-115651,0001091667,0001104659-20-115651,2020-10-16,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1091667/000110465920115651/tm2030372-3_8k.htm,PENDING,,,PENDING
IDENTITY-0001075531-20-000072,P1_TEN_YEAR_WINDOW,SEC8K-0001075531-20-000072,0001075531,0001075531-20-000072,2020-11-05,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1075531/000107553120000072/bkng-20200804.htm,PENDING,,,PENDING
IDENTITY-0000885725-20-000046,P1_TEN_YEAR_WINDOW,SEC8K-0000885725-20-000046,0000885725,0000885725-20-000046,2020-11-18,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/885725/000088572520000046/bsx-20201117.htm,PENDING,,,PENDING
IDENTITY-0001193125-20-298226,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-20-298226,0001792044,0001193125-20-298226,2020-11-19,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1792044/000119312520298226/d56774d8k.htm,PENDING,,,PENDING
IDENTITY-0000885725-20-000051,P1_TEN_YEAR_WINDOW,SEC8K-0000885725-20-000051,0000885725,0000885725-20-000051,2020-12-01,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/885725/000088572520000051/bsx-20201125.htm,PENDING,,,PENDING
IDENTITY-0001193125-20-315436,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-20-315436,0001792044,0001193125-20-315436,2020-12-11,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1792044/000119312520315436/d51357d8ka.htm,PENDING,,,PENDING
IDENTITY-0001193125-21-000344,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-21-000344,0001316835,0001193125-21-000344,2021-01-04,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1316835/000119312521000344/d101613d8k.htm,PENDING,,,PENDING
IDENTITY-0000037996-21-000004,P1_TEN_YEAR_WINDOW,SEC8K-0000037996-21-000004,0000037996,0000037996-21-000004,2021-01-11,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/37996/000003799621000004/f-20201222.htm,PENDING,,,PENDING
IDENTITY-0001193125-21-010918,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-21-010918,0001048911,0001193125-21-010918,2021-01-19,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1048911/000119312521010918/d31414d8k.htm,PENDING,,,PENDING
IDENTITY-0001090727-21-000006,P1_TEN_YEAR_WINDOW,SEC8K-0001090727-21-000006,0001090727,0001090727-21-000006,2021-01-25,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1090727/000109072721000006/ups-20210124.htm,PENDING,,,PENDING
IDENTITY-0001326160-21-000004,P1_TEN_YEAR_WINDOW,SEC8K-0001326160-21-000004,0001326160,0001326160-21-000004,2021-01-25,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1326160/000132616021000004/duk-20210122.htm,PENDING,,,PENDING
IDENTITY-0001075531-21-000003,P1_TEN_YEAR_WINDOW,SEC8K-0001075531-21-000003,0001075531,0001075531-21-000003,2021-01-27,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1075531/000107553121000003/bkng-20200804.htm,PENDING,,,PENDING
IDENTITY-0001558370-21-001022,P1_TEN_YEAR_WINDOW,SEC8K-0001558370-21-001022,0000031462,0001558370-21-001022,2021-02-16,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/31462/000155837021001022/ecl-20210216x8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-21-046154,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-21-046154,0001090012,0001193125-21-046154,2021-02-17,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1090012/000119312521046154/d133169d8ka.htm,PENDING,,,PENDING
IDENTITY-0001001250-21-000021,P1_TEN_YEAR_WINDOW,SEC8K-0001001250-21-000021,0001001250,0001001250-21-000021,2021-02-24,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1001250/000100125021000021/el-20200818.htm,PENDING,,,PENDING
IDENTITY-0001193125-21-057129,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-21-057129,0001792044,0001193125-21-057129,2021-02-25,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1792044/000119312521057129/d137425d8ka.htm,PENDING,,,PENDING
IDENTITY-0001193125-21-058268,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-21-058268,0000075677,0001193125-21-058268,2021-02-26,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/75677/000119312521058268/d142991d8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-21-069468,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-21-069468,0001097864,0001193125-21-069468,2021-03-04,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1097864/000119312521069468/d131412d8k.htm,PENDING,,,PENDING
IDENTITY-0000721371-21-000021,P1_TEN_YEAR_WINDOW,SEC8K-0000721371-21-000021,0000721371,0000721371-21-000021,2021-03-12,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/721371/000072137121000021/cah-20210312.htm,PENDING,,,PENDING
IDENTITY-0001193125-21-084755,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-21-084755,0000922224,0001193125-21-084755,2021-03-18,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/922224/000119312521084755/d128074d8k.htm,PENDING,,,PENDING
IDENTITY-0001628280-21-007391,P1_TEN_YEAR_WINDOW,SEC8K-0001628280-21-007391,0001674101,0001628280-21-007391,2021-04-23,4.02,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1674101/000162828021007391/vrt-20210421.htm,PENDING,,,PENDING
IDENTITY-0001109357-21-000037,P1_TEN_YEAR_WINDOW,SEC8K-0001109357-21-000037,0001109357,0001109357-21-000037,2021-04-30,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1109357/000110935721000037/exc-20210428.htm,PENDING,,,PENDING
IDENTITY-0001564590-21-024548,P1_TEN_YEAR_WINDOW,SEC8K-0001564590-21-024548,0000040704,0001564590-21-024548,2021-05-06,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/40704/000156459021024548/gis-8k_20210505.htm,PENDING,,,PENDING
IDENTITY-0001104659-21-076394,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-21-076394,0000001800,0001104659-21-076394,2021-06-03,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1800/000110465921076394/tm2118332d1_8k.htm,PENDING,,,PENDING
IDENTITY-0000874761-21-000055,P1_TEN_YEAR_WINDOW,SEC8K-0000874761-21-000055,0000874761,0000874761-21-000055,2021-07-07,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/874761/000087476121000055/aes-20210706.htm,PENDING,,,PENDING
IDENTITY-0001783879-26-000071,P1_TEN_YEAR_WINDOW,SEC8K-0001783879-26-000071,0001783879,0001783879-26-000071,2026-06-16,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1783879/000178387926000071/hood-20260616.htm,PENDING,,,PENDING
IDENTITY-0001193125-26-289427,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-26-289427,0000002969,0001193125-26-289427,2026-06-30,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/2969/000119312526289427/d97956d8k.htm,PENDING,,,PENDING
IDENTITY-0001001250-26-000031,P1_TEN_YEAR_WINDOW,SEC8K-0001001250-26-000031,0001001250,0001001250-26-000031,2026-07-07,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1001250/000100125026000031/el-20240201.htm,PENDING,,,PENDING
IDENTITY-0000950144-04-008936,P2_LONG_HISTORY,SEC8K-0000950144-04-008936,0000027904,0000950144-04-008936,2004-09-08,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/27904/000095014404008936/g90877e8vk.txt,PENDING,,,PENDING
IDENTITY-0000107815-04-000217,P2_LONG_HISTORY,SEC8K-0000107815-04-000217,0000783325,0000107815-04-000217,2004-09-28,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/783325/000010781504000217/wecwewg8k092804.htm,PENDING,,,PENDING
IDENTITY-0001193125-04-162709,P2_LONG_HISTORY,SEC8K-0001193125-04-162709,0000068505,0001193125-04-162709,2004-09-28,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/68505/000119312504162709/d8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-04-164450,P2_LONG_HISTORY,SEC8K-0001193125-04-164450,0000077476,0001193125-04-164450,2004-09-30,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/77476/000119312504164450/d8k.htm,PENDING,,,PENDING
IDENTITY-0000950117-04-003508,P2_LONG_HISTORY,SEC8K-0000950117-04-003508,0000010795,0000950117-04-003508,2004-10-04,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/10795/000095011704003508/a38477.txt,PENDING,,,PENDING
IDENTITY-0000950134-04-014644,P2_LONG_HISTORY,SEC8K-0000950134-04-014644,0001069202,0000950134-04-014644,2004-10-06,4.02,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1069202/000095013404014644/d18927e8vk.htm,PENDING,,,PENDING
IDENTITY-0000950134-04-014925,P2_LONG_HISTORY,SEC8K-0000950134-04-014925,0001045609,0000950134-04-014925,2004-10-13,4.02,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1045609/000095013404014925/f02372e8vk.htm,PENDING,,,PENDING
IDENTITY-0001193125-04-173798,P2_LONG_HISTORY,SEC8K-0001193125-04-173798,0000068505,0001193125-04-173798,2004-10-19,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/68505/000119312504173798/d8k.htm,PENDING,,,PENDING
IDENTITY-0000107815-04-000229,P2_LONG_HISTORY,SEC8K-0000107815-04-000229,0000783325,0000107815-04-000229,2004-10-25,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/783325/000010781504000229/wec8k102504.htm,PENDING,,,PENDING
IDENTITY-0000047217-04-000049,P2_LONG_HISTORY,SEC8K-0000047217-04-000049,0000047217,0000047217-04-000049,2004-11-23,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/47217/000004721704000049/q404form8-k_111804.htm,PENDING,,,PENDING
IDENTITY-0000831259-04-000041,P2_LONG_HISTORY,SEC8K-0000831259-04-000041,0000831259,0000831259-04-000041,2004-12-08,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/831259/000083125904000041/fcxitem205form8k12804.htm,PENDING,,,PENDING
IDENTITY-0001193125-04-209343,P2_LONG_HISTORY,SEC8K-0001193125-04-209343,0001097864,0001193125-04-209343,2004-12-08,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1097864/000119312504209343/d8k.htm,PENDING,,,PENDING
IDENTITY-0000021076-04-000117,P2_LONG_HISTORY,SEC8K-0000021076-04-000117,0000021076,0000021076-04-000117,2004-12-16,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/21076/000002107604000117/f8k1216.htm,PENDING,,,PENDING
IDENTITY-0000940944-04-000189,P2_LONG_HISTORY,SEC8K-0000940944-04-000189,0000940944,0000940944-04-000189,2004-12-17,4.02,UNMAPPED,https://www.sec.gov/Archives/edgar/data/940944/000094094404000189/form8k121604.txt,PENDING,,,PENDING
IDENTITY-0001193125-05-002412,P2_LONG_HISTORY,SEC8K-0001193125-05-002412,0001101239,0001193125-05-002412,2005-01-06,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1101239/000119312505002412/d8k.htm,PENDING,,,PENDING
IDENTITY-0000950124-05-000156,P2_LONG_HISTORY,SEC8K-0000950124-05-000156,0000789570,0000950124-05-000156,2005-01-11,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/789570/000095012405000156/p70083e8vk.htm,PENDING,,,PENDING
IDENTITY-0000016918-05-000004,P2_LONG_HISTORY,SEC8K-0000016918-05-000004,0000016918,0000016918-05-000004,2005-01-14,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/16918/000001691805000004/body8k.htm,PENDING,,,PENDING
IDENTITY-0000950144-05-000384,P2_LONG_HISTORY,SEC8K-0000950144-05-000384,0000027904,0000950144-05-000384,2005-01-20,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/27904/000095014405000384/g92820e8vkza.txt,PENDING,,,PENDING
IDENTITY-0001091667-05-000015,P2_LONG_HISTORY,SEC8K-0001091667-05-000015,0001091667,0001091667-05-000015,2005-02-11,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1091667/000109166705000015/body8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-05-038774,P2_LONG_HISTORY,SEC8K-0001193125-05-038774,0001053507,0001193125-05-038774,2005-02-28,4.02,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1053507/000119312505038774/d8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-05-059721,P2_LONG_HISTORY,SEC8K-0001193125-05-059721,0000076334,0001193125-05-059721,2005-03-24,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/76334/000119312505059721/d8k.htm,PENDING,,,PENDING
IDENTITY-0000893750-05-000182,P2_LONG_HISTORY,SEC8K-0000893750-05-000182,0000086312,0000893750-05-000182,2005-03-30,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/86312/000089375005000182/form_8k.txt,PENDING,,,PENDING
IDENTITY-0000950134-05-006957,P2_LONG_HISTORY,SEC8K-0000950134-05-006957,0001069202,0000950134-05-006957,2005-04-06,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1069202/000095013405006957/d24136e8vk.htm,PENDING,,,PENDING
IDENTITY-0000016918-05-000024,P2_LONG_HISTORY,SEC8K-0000016918-05-000024,0000016918,0000016918-05-000024,2005-04-13,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/16918/000001691805000024/form8k-a041305.htm,PENDING,,,PENDING
IDENTITY-0000950134-05-008390,P2_LONG_HISTORY,SEC8K-0000950134-05-008390,0000860731,0000950134-05-008390,2005-04-28,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/860731/000095013405008390/d24791e8vk.htm,PENDING,,,PENDING
IDENTITY-0000950153-05-000910,P2_LONG_HISTORY,SEC8K-0000950153-05-000910,0000789570,0000950153-05-000910,2005-04-28,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/789570/000095015305000910/p70520e8vk.htm,PENDING,,,PENDING
IDENTITY-0000060086-05-000031,P2_LONG_HISTORY,SEC8K-0000060086-05-000031,0000060086,0000060086-05-000031,2005-05-03,4.02,UNMAPPED,https://www.sec.gov/Archives/edgar/data/60086/000006008605000031/k_bodynpg.htm,PENDING,,,PENDING
IDENTITY-0000047217-05-000103,P2_LONG_HISTORY,SEC8K-0000047217-05-000103,0000047217,0000047217-05-000103,2005-05-17,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/47217/000004721705000103/form8-k_q205.htm,PENDING,,,PENDING
IDENTITY-0000897101-05-001255,P2_LONG_HISTORY,SEC8K-0000897101-05-001255,0000040704,0000897101-05-001255,2005-05-20,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/40704/000089710105001255/gis052344_8k.htm,PENDING,,,PENDING
IDENTITY-0001299933-05-002702,P2_LONG_HISTORY,SEC8K-0001299933-05-002702,0000882184,0001299933-05-002702,2005-06-03,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/882184/000129993305002702/htm_5105.htm,PENDING,,,PENDING
IDENTITY-0000950129-05-006224,P2_LONG_HISTORY,SEC8K-0000950129-05-006224,0000823768,0000950129-05-006224,2005-06-15,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/823768/000095012905006224/h26270e8vk.htm,PENDING,,,PENDING
IDENTITY-0001193125-05-134270,P2_LONG_HISTORY,SEC8K-0001193125-05-134270,0001164727,0001193125-05-134270,2005-06-29,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1164727/000119312505134270/d8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-05-134729,P2_LONG_HISTORY,SEC8K-0001193125-05-134729,0001097864,0001193125-05-134729,2005-06-29,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1097864/000119312505134729/d8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-05-140236,P2_LONG_HISTORY,SEC8K-0001193125-05-140236,0000076334,0001193125-05-140236,2005-07-11,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/76334/000119312505140236/d8k.htm,PENDING,,,PENDING
IDENTITY-0001104659-05-032855,P2_LONG_HISTORY,SEC8K-0001104659-05-032855,0000047217,0001104659-05-032855,2005-07-19,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/47217/000110465905032855/a05-12386_18k.htm,PENDING,,,PENDING
IDENTITY-0000047111-05-000199,P2_LONG_HISTORY,SEC8K-0000047111-05-000199,0000047111,0000047111-05-000199,2005-07-21,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/47111/000004711105000199/form8k_july212005.htm,PENDING,,,PENDING
IDENTITY-0001193125-05-146056,P2_LONG_HISTORY,SEC8K-0001193125-05-146056,0000896159,0001193125-05-146056,2005-07-21,4.02,UNMAPPED,https://www.sec.gov/Archives/edgar/data/896159/000119312505146056/d8k.htm,PENDING,,,PENDING
IDENTITY-0000055785-05-000141,P2_LONG_HISTORY,SEC8K-0000055785-05-000141,0000055785,0000055785-05-000141,2005-07-22,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/55785/000005578505000141/kc_8k-2q05.htm,PENDING,,,PENDING
IDENTITY-0000950124-05-004526,P2_LONG_HISTORY,SEC8K-0000950124-05-004526,0000936340,0000950124-05-004526,2005-07-29,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/936340/000095012405004526/k97106e8vk.htm,PENDING,,,PENDING
IDENTITY-0001193125-05-168663,P2_LONG_HISTORY,SEC8K-0001193125-05-168663,0001090872,0001193125-05-168663,2005-08-15,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1090872/000119312505168663/d8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-05-174742,P2_LONG_HISTORY,SEC8K-0001193125-05-174742,0001090872,0001193125-05-174742,2005-08-25,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1090872/000119312505174742/d8k.htm,PENDING,,,PENDING
IDENTITY-0000950134-05-017306,P2_LONG_HISTORY,SEC8K-0000950134-05-017306,0001069202,0000950134-05-017306,2005-09-07,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1069202/000095013405017306/d28655e8vk.htm,PENDING,,,PENDING
IDENTITY-0000950123-05-011496,P2_LONG_HISTORY,SEC8K-0000950123-05-011496,0000872589,0000950123-05-011496,2005-09-26,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/872589/000095012305011496/y13089e8vk.htm,PENDING,,,PENDING
IDENTITY-0000950137-05-012037,P2_LONG_HISTORY,SEC8K-0000950137-05-012037,0000068505,0000950137-05-012037,2005-10-04,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/68505/000095013705012037/c98887e8vk.htm,PENDING,,,PENDING
IDENTITY-0000950129-05-009711,P2_LONG_HISTORY,SEC8K-0000950129-05-009711,0000823768,0000950129-05-009711,2005-10-06,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/823768/000095012905009711/h29244e8vk.htm,PENDING,,,PENDING
IDENTITY-0001157523-05-009028,P2_LONG_HISTORY,SEC8K-0001157523-05-009028,0000006281,0001157523-05-009028,2005-10-20,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/6281/000115752305009028/a5000605.txt,PENDING,,,PENDING
IDENTITY-0001193125-05-207825,P2_LONG_HISTORY,SEC8K-0001193125-05-207825,0001039684,0001193125-05-207825,2005-10-25,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1039684/000119312505207825/d8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-05-209954,P2_LONG_HISTORY,SEC8K-0001193125-05-209954,0000002488,0001193125-05-209954,2005-10-27,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/2488/000119312505209954/d8k.htm,PENDING,,,PENDING
IDENTITY-0001104659-05-059604,P2_LONG_HISTORY,SEC8K-0001104659-05-059604,0000796343,0001104659-05-059604,2005-12-07,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/796343/000110465905059604/a05-21249_18k.htm,PENDING,,,PENDING
IDENTITY-0001193125-05-247654,P2_LONG_HISTORY,SEC8K-0001193125-05-247654,0001101239,0001193125-05-247654,2005-12-22,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1101239/000119312505247654/d8k.htm,PENDING,,,PENDING
IDENTITY-0001104659-05-062656,P2_LONG_HISTORY,SEC8K-0001104659-05-062656,0000033213,0001104659-05-062656,2005-12-27,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/33213/000110465905062656/a05-22330_18k.htm,PENDING,,,PENDING
IDENTITY-0001193125-06-002690,P2_LONG_HISTORY,SEC8K-0001193125-06-002690,0001280452,0001193125-06-002690,2006-01-06,4.02,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1280452/000119312506002690/d8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-06-004871,P2_LONG_HISTORY,SEC8K-0001193125-06-004871,0000943819,0001193125-06-004871,2006-01-11,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/943819/000119312506004871/d8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-06-005587,P2_LONG_HISTORY,SEC8K-0001193125-06-005587,0000002488,0001193125-06-005587,2006-01-12,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/2488/000119312506005587/d8k.htm,PENDING,,,PENDING
IDENTITY-0000004904-06-000012,P2_LONG_HISTORY,SEC8K-0000004904-06-000012,0000004904,0000004904-06-000012,2006-01-17,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/4904/000000490406000012/tcc8ktrueup.htm,PENDING,,,PENDING
IDENTITY-0001104659-06-002458,P2_LONG_HISTORY,SEC8K-0001104659-06-002458,0001090872,0001104659-06-002458,2006-01-17,4.02,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1090872/000110465906002458/a06-2461_18k.htm,PENDING,,,PENDING
IDENTITY-0000055785-06-000040,P2_LONG_HISTORY,SEC8K-0000055785-06-000040,0000055785,0000055785-06-000040,2006-01-24,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/55785/000005578506000040/kc_8k-4q05shell.htm,PENDING,,,PENDING
IDENTITY-0000950134-06-002645,P2_LONG_HISTORY,SEC8K-0000950134-06-002645,0001069202,0000950134-06-002645,2006-02-13,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1069202/000095013406002645/d32849e8vk.htm,PENDING,,,PENDING
IDENTITY-0001299933-06-000984,P2_LONG_HISTORY,SEC8K-0001299933-06-000984,0000882184,0001299933-06-000984,2006-02-14,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/882184/000129993306000984/htm_10217.htm,PENDING,,,PENDING
IDENTITY-0001193125-06-032719,P2_LONG_HISTORY,SEC8K-0001193125-06-032719,0001341439,0001193125-06-032719,2006-02-15,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1341439/000119312506032719/d8k.htm,PENDING,,,PENDING
IDENTITY-0000060086-06-000018,P2_LONG_HISTORY,SEC8K-0000060086-06-000018,0000060086,0000060086-06-000018,2006-02-16,4.02,UNMAPPED,https://www.sec.gov/Archives/edgar/data/60086/000006008606000018/k_bodynopgs.htm,PENDING,,,PENDING
IDENTITY-0000950134-06-003425,P2_LONG_HISTORY,SEC8K-0000950134-06-003425,0001069202,0000950134-06-003425,2006-02-21,4.02,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1069202/000095013406003425/d33261e8vk.htm,PENDING,,,PENDING
