queue_id,priority,event_id,cik,accession_number,filing_date,matched_items,prior_identity_status,primary_document_url,collection_status,source_sha256,extracted_symbols,adjudication_status
IDENTITY-0001193125-16-684126,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-16-684126,0000858877,0001193125-16-684126,2016-08-17,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/858877/000119312516684126/d410923d8k.htm,PENDING,,,PENDING
IDENTITY-0001104659-16-142094,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-16-142094,0000217346,0001104659-16-142094,2016-08-30,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/217346/000110465916142094/a16-17707_18k.htm,PENDING,,,PENDING
IDENTITY-0001521332-16-000119,P1_TEN_YEAR_WINDOW,SEC8K-0001521332-16-000119,0001521332,0001521332-16-000119,2016-08-31,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1521332/000152133216000119/a8-k2023notesredemption.htm,PENDING,,,PENDING
IDENTITY-0001193125-16-707902,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-16-707902,0000035527,0001193125-16-707902,2016-09-13,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/35527/000119312516707902/d249679d8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-16-713972,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-16-713972,0000877212,0001193125-16-713972,2016-09-20,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/877212/000119312516713972/d262284d8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-16-715958,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-16-715958,0000898293,0001193125-16-715958,2016-09-21,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/898293/000119312516715958/d248729d8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-16-718442,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-16-718442,0001097864,0001193125-16-718442,2016-09-23,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1097864/000119312516718442/d174351d8k.htm,PENDING,,,PENDING
IDENTITY-0000086521-16-000132,P1_TEN_YEAR_WINDOW,SEC8K-0000086521-16-000132,0001032208,0000086521-16-000132,2016-09-30,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1032208/000008652116000132/sre8k09292016.htm,PENDING,,,PENDING
IDENTITY-0001193125-16-731087,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-16-731087,0000788784,0001193125-16-731087,2016-10-05,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/788784/000119312516731087/d253089d8k.htm,PENDING,,,PENDING
IDENTITY-0001104659-16-149114,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-16-149114,0000077476,0001104659-16-149114,2016-10-06,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/77476/000110465916149114/a16-18482_58k.htm,PENDING,,,PENDING
IDENTITY-0001193125-16-731756,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-16-731756,0000707549,0001193125-16-731756,2016-10-06,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/707549/000119312516731756/d271204d8k.htm,PENDING,,,PENDING
IDENTITY-0001104659-16-150081,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-16-150081,0000047217,0001104659-16-150081,2016-10-13,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/47217/000110465916150081/a16-19790_18k.htm,PENDING,,,PENDING
IDENTITY-0001326160-16-000401,P1_TEN_YEAR_WINDOW,SEC8K-0001326160-16-000401,0001326160,0001326160-16-000401,2016-10-13,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1326160/000132616016000401/a10-12x16final8xk.htm,PENDING,,,PENDING
IDENTITY-0000875320-16-000098,P1_TEN_YEAR_WINDOW,SEC8K-0000875320-16-000098,0000875320,0000875320-16-000098,2016-10-17,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/875320/000087532016000098/a8-kbankofamericacreditagr.htm,PENDING,,,PENDING
IDENTITY-0001104659-16-151034,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-16-151034,0000217346,0001104659-16-151034,2016-10-20,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/217346/000110465916151034/a16-20196_18k.htm,PENDING,,,PENDING
IDENTITY-0001193125-16-755300,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-16-755300,0000877212,0001193125-16-755300,2016-11-01,4.02,UNMAPPED,https://www.sec.gov/Archives/edgar/data/877212/000119312516755300/d284671d8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-16-758809,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-16-758809,0001002047,0001193125-16-758809,2016-11-03,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1002047/000119312516758809/d286342d8k.htm,PENDING,,,PENDING
IDENTITY-0001274494-16-000103,P1_TEN_YEAR_WINDOW,SEC8K-0001274494-16-000103,0001274494,0001274494-16-000103,2016-11-16,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1274494/000127449416000103/a8-kseries6andupdatedguida.htm,PENDING,,,PENDING
IDENTITY-0001299933-16-003269,P1_TEN_YEAR_WINDOW,SEC8K-0001299933-16-003269,0000040704,0001299933-16-003269,2016-12-05,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/40704/000129993316003269/htm_54337.htm,PENDING,,,PENDING
IDENTITY-0001193125-16-785958,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-16-785958,0000087347,0001193125-16-785958,2016-12-06,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/87347/000119312516785958/d287232d8k.htm,PENDING,,,PENDING
IDENTITY-0000065984-16-000736,P1_TEN_YEAR_WINDOW,SEC8K-0000065984-16-000736,0000065984,0000065984-16-000736,2016-12-08,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/65984/000006598416000736/a11016.htm,PENDING,,,PENDING
IDENTITY-0000079879-16-000121,P1_TEN_YEAR_WINDOW,SEC8K-0000079879-16-000121,0000079879,0000079879-16-000121,2016-12-09,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/79879/000007987916000121/form8-kdecemberboardapprov.htm,PENDING,,,PENDING
IDENTITY-0001193125-16-792063,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-16-792063,0001109357,0001193125-16-792063,2016-12-13,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1109357/000119312516792063/d314655d8k.htm,PENDING,,,PENDING
IDENTITY-0001558370-16-010540,P1_TEN_YEAR_WINDOW,SEC8K-0001558370-16-010540,0001164727,0001558370-16-010540,2016-12-13,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1164727/000155837016010540/nem-20161207x8k.htm,PENDING,,,PENDING
IDENTITY-0000065984-17-000002,P1_TEN_YEAR_WINDOW,SEC8K-0000065984-17-000002,0000065984,0000065984-17-000002,2017-01-09,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/65984/000006598417000002/a00117.htm,PENDING,,,PENDING
IDENTITY-0001031296-17-000006,P1_TEN_YEAR_WINDOW,SEC8K-0001031296-17-000006,0001031296,0001031296-17-000006,2017-01-19,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1031296/000103129617000006/a8-kdated01192017.htm,PENDING,,,PENDING
IDENTITY-0001193125-17-024491,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-17-024491,0001120193,0001193125-17-024491,2017-01-31,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1120193/000119312517024491/d338945d8k.htm,PENDING,,,PENDING
IDENTITY-0001628280-17-000641,P1_TEN_YEAR_WINDOW,SEC8K-0001628280-17-000641,0000048898,0001628280-17-000641,2017-01-31,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/48898/000162828017000641/form8-k_013117.htm,PENDING,,,PENDING
IDENTITY-0000202058-17-000006,P1_TEN_YEAR_WINDOW,SEC8K-0000202058-17-000006,0000202058,0000202058-17-000006,2017-02-01,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/202058/000020205817000006/fy178-kprojectmagnoliasale.htm,PENDING,,,PENDING
IDENTITY-0001157523-17-000513,P1_TEN_YEAR_WINDOW,SEC8K-0001157523-17-000513,0000051253,0001157523-17-000513,2017-02-15,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/51253/000115752317000513/a51511037.htm,PENDING,,,PENDING
IDENTITY-0001104659-17-010115,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-17-010115,0001001250,0001104659-17-010115,2017-02-17,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1001250/000110465917010115/a17-4646_18ka.htm,PENDING,,,PENDING
IDENTITY-0001628280-17-001659,P1_TEN_YEAR_WINDOW,SEC8K-0001628280-17-001659,0000310158,0001628280-17-001659,2017-02-23,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/310158/000162828017001659/a8-k2017_2x23item206xmater.htm,PENDING,,,PENDING
IDENTITY-0001193125-17-059310,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-17-059310,0000277948,0001193125-17-059310,2017-02-27,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/277948/000119312517059310/d356673d8k.htm,PENDING,,,PENDING
IDENTITY-0000047111-17-000015,P1_TEN_YEAR_WINDOW,SEC8K-0000047111-17-000015,0000047111,0000047111-17-000015,2017-02-28,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/47111/000004711117000015/a8-k_02222017.htm,PENDING,,,PENDING
IDENTITY-0001467858-17-000060,P1_TEN_YEAR_WINDOW,SEC8K-0001467858-17-000060,0001467858,0001467858-17-000060,2017-03-06,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1467858/000146785817000060/a20170306form8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-17-077510,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-17-077510,0001137789,0001193125-17-077510,2017-03-10,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1137789/000119312517077510/d139153d8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-17-083635,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-17-083635,0000898293,0001193125-17-083635,2017-03-15,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/898293/000119312517083635/d360218d8ka.htm,PENDING,,,PENDING
IDENTITY-0000950142-17-000715,P1_TEN_YEAR_WINDOW,SEC8K-0000950142-17-000715,0001037038,0000950142-17-000715,2017-04-04,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1037038/000095014217000715/eh1700480_8k.htm,PENDING,,,PENDING
IDENTITY-0001381197-17-000009,P1_TEN_YEAR_WINDOW,SEC8K-0001381197-17-000009,0001381197,0001381197-17-000009,2017-04-18,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1381197/000138119717000009/ibkr_8k-20170418.htm,PENDING,,,PENDING
IDENTITY-0000920148-17-000040,P1_TEN_YEAR_WINDOW,SEC8K-0000920148-17-000040,0000920148,0000920148-17-000040,2017-04-25,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/920148/000092014817000040/form8-kpr42517.htm,PENDING,,,PENDING
IDENTITY-0000822416-17-000027,P1_TEN_YEAR_WINDOW,SEC8K-0000822416-17-000027,0000822416,0000822416-17-000027,2017-05-08,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/822416/000082241617000027/a8klong-livedassets.htm,PENDING,,,PENDING
IDENTITY-0001628280-17-006007,P1_TEN_YEAR_WINDOW,SEC8K-0001628280-17-006007,0001109357,0001628280-17-006007,2017-05-30,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1109357/000162828017006007/exc201705308k.htm,PENDING,,,PENDING
IDENTITY-0000106535-17-000025,P1_TEN_YEAR_WINDOW,SEC8K-0000106535-17-000025,0000106535,0000106535-17-000025,2017-06-05,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/106535/000010653517000025/wy65178kmaterialimpairment.htm,PENDING,,,PENDING
IDENTITY-0001104659-17-038953,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-17-038953,0001001250,0001104659-17-038953,2017-06-13,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1001250/000110465917038953/a17-15154_18ka.htm,PENDING,,,PENDING
IDENTITY-0001104659-17-039161,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-17-039161,0001013871,0001104659-17-039161,2017-06-14,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1013871/000110465917039161/a17-14582_48k.htm,PENDING,,,PENDING
IDENTITY-0001104659-17-042332,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-17-042332,0001163165,0001104659-17-042332,2017-06-29,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1163165/000110465917042332/a17-15887_18k.htm,PENDING,,,PENDING
IDENTITY-0001013871-17-000015,P1_TEN_YEAR_WINDOW,SEC8K-0001013871-17-000015,0001013871,0001013871-17-000015,2017-07-13,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1013871/000101387117000015/nrg8-k205july17.htm,PENDING,,,PENDING
IDENTITY-0001193125-17-234418,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-17-234418,0001286681,0001193125-17-234418,2017-07-25,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1286681/000119312517234418/d428320d8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-17-234440,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-17-234440,0001137789,0001193125-17-234440,2017-07-25,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1137789/000119312517234440/d431036d8k.htm,PENDING,,,PENDING
IDENTITY-0000009389-17-000026,P1_TEN_YEAR_WINDOW,SEC8K-0000009389-17-000026,0000009389,0000009389-17-000026,2017-07-27,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/9389/000000938917000026/8_k.htm,PENDING,,,PENDING
IDENTITY-0001193125-17-246965,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-17-246965,0000048898,0001193125-17-246965,2017-08-03,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/48898/000119312517246965/d433279d8k.htm,PENDING,,,PENDING
IDENTITY-0000100885-17-000187,P1_TEN_YEAR_WINDOW,SEC8K-0000100885-17-000187,0000100885,0000100885-17-000187,2017-08-16,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/100885/000010088517000187/unp-20170816x8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-17-263644,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-17-263644,0000075677,0001193125-17-263644,2017-08-21,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/75677/000119312517263644/d442358d8k.htm,PENDING,,,PENDING
IDENTITY-0001104659-17-054184,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-17-054184,0001326160,0001104659-17-054184,2017-08-29,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1326160/000110465917054184/a17-21080_18k.htm,PENDING,,,PENDING
IDENTITY-0000009389-17-000034,P1_TEN_YEAR_WINDOW,SEC8K-0000009389-17-000034,0000009389,0000009389-17-000034,2017-09-01,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/9389/000000938917000034/8_k.htm,PENDING,,,PENDING
IDENTITY-0001193125-17-281776,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-17-281776,0001403161,0001193125-17-281776,2017-09-11,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1403161/000119312517281776/d456880d8k.htm,PENDING,,,PENDING
IDENTITY-0000721371-17-000128,P1_TEN_YEAR_WINDOW,SEC8K-0000721371-17-000128,0000721371,0000721371-17-000128,2017-10-04,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/721371/000072137117000128/projectacelaform8-k.htm,PENDING,,,PENDING
IDENTITY-0000875320-17-000054,P1_TEN_YEAR_WINDOW,SEC8K-0000875320-17-000054,0000875320,0000875320-17-000054,2017-10-25,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/875320/000087532017000054/a8-kq32017.htm,PENDING,,,PENDING
IDENTITY-0001157523-17-002846,P1_TEN_YEAR_WINDOW,SEC8K-0001157523-17-002846,0000021665,0001157523-17-002846,2017-10-27,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/21665/000115752317002846/a51705905.htm,PENDING,,,PENDING
IDENTITY-0001666700-17-000022,P1_TEN_YEAR_WINDOW,SEC8K-0001666700-17-000022,0001666700,0001666700-17-000022,2017-11-02,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1666700/000166670017000022/dwdprestructuring3q17.htm,PENDING,,,PENDING
IDENTITY-0001104659-17-069963,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-17-069963,0001001250,0001104659-17-069963,2017-11-21,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1001250/000110465917069963/a17-27204_28ka.htm,PENDING,,,PENDING
IDENTITY-0000769397-17-000054,P1_TEN_YEAR_WINDOW,SEC8K-0000769397-17-000054,0000769397,0000769397-17-000054,2017-11-28,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/769397/000076939717000054/q3188-kcover.htm,PENDING,,,PENDING
IDENTITY-0001193125-17-355694,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-17-355694,0000049071,0001193125-17-355694,2017-11-29,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/49071/000119312517355694/d502586d8k.htm,PENDING,,,PENDING
IDENTITY-0001137789-17-000101,P1_TEN_YEAR_WINDOW,SEC8K-0001137789-17-000101,0001137789,0001137789-17-000101,2017-12-11,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1137789/000113778917000101/q218restructuring8-k.htm,PENDING,,,PENDING
IDENTITY-0001628280-17-012399,P1_TEN_YEAR_WINDOW,SEC8K-0001628280-17-012399,0001109357,0001628280-17-012399,2017-12-18,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1109357/000162828017012399/exc201712138k.htm,PENDING,,,PENDING
IDENTITY-0001104659-18-000985,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-18-000985,0000217346,0001104659-18-000985,2018-01-05,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/217346/000110465918000985/a18-2325_18k.htm,PENDING,,,PENDING
IDENTITY-0001628280-18-000148,P1_TEN_YEAR_WINDOW,SEC8K-0001628280-18-000148,0000765880,0001628280-18-000148,2018-01-05,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/765880/000162828018000148/a010518form8-kcurrentrepor.htm,PENDING,,,PENDING
IDENTITY-0001613103-18-000002,P1_TEN_YEAR_WINDOW,SEC8K-0001613103-18-000002,0001613103,0001613103-18-000002,2018-01-08,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1613103/000161310318000002/january20188-k.htm,PENDING,,,PENDING
IDENTITY-0001104659-18-004007,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-18-004007,0000866374,0001104659-18-004007,2018-01-25,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/866374/000110465918004007/a18-3704_18k.htm,PENDING,,,PENDING
IDENTITY-0000827052-18-000033,P1_TEN_YEAR_WINDOW,SEC8K-0000827052-18-000033,0000827052,0000827052-18-000033,2018-01-31,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/827052/000082705218000033/songssa1-30x2018.htm,PENDING,,,PENDING
IDENTITY-0001628280-18-000874,P1_TEN_YEAR_WINDOW,SEC8K-0001628280-18-000874,0001109357,0001628280-18-000874,2018-02-02,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1109357/000162828018000874/exc201801318k.htm,PENDING,,,PENDING
IDENTITY-0001467858-18-000028,P1_TEN_YEAR_WINDOW,SEC8K-0001467858-18-000028,0001467858,0001467858-18-000028,2018-02-13,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1467858/000146785818000028/gmkorearestructuring021220.htm,PENDING,,,PENDING
IDENTITY-0000947871-18-000137,P1_TEN_YEAR_WINDOW,SEC8K-0000947871-18-000137,0001144519,0000947871-18-000137,2018-02-14,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1144519/000094787118000137/ss79817_8k.htm,PENDING,,,PENDING
IDENTITY-0000105770-18-000004,P1_TEN_YEAR_WINDOW,SEC8K-0000105770-18-000004,0000105770,0000105770-18-000004,2018-02-15,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/105770/000010577018000004/wst-q42017form8k.htm,PENDING,,,PENDING
IDENTITY-0001031296-18-000016,P1_TEN_YEAR_WINDOW,SEC8K-0001031296-18-000016,0001031296,0001031296-18-000016,2018-02-20,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1031296/000103129618000016/a8-kdated02202018.htm,PENDING,,,PENDING
IDENTITY-0000764478-18-000004,P1_TEN_YEAR_WINDOW,SEC8K-0000764478-18-000004,0000764478,0000764478-18-000004,2018-03-01,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/764478/000076447818000004/bby8-k22818.htm,PENDING,,,PENDING
IDENTITY-0001104659-18-019573,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-18-019573,0000001800,0001104659-18-019573,2018-03-22,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1800/000110465918019573/a18-8722_18k.htm,PENDING,,,PENDING
IDENTITY-0001104659-18-019867,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-18-019867,0001001250,0001104659-18-019867,2018-03-23,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1001250/000110465918019867/a18-8943_18ka.htm,PENDING,,,PENDING
IDENTITY-0000200406-18-000015,P1_TEN_YEAR_WINDOW,SEC8K-0000200406-18-000015,0000200406,0000200406-18-000015,2018-04-17,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/200406/000020040618000015/a8-k2018q1.htm,PENDING,,,PENDING
IDENTITY-0001193125-18-126146,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-18-126146,0000732717,0001193125-18-126146,2018-04-23,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/732717/000119312518126146/d574806d8k.htm,PENDING,,,PENDING
IDENTITY-0001104659-18-026348,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-18-026348,0000008818,0001104659-18-026348,2018-04-25,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/8818/000110465918026348/a18-12093_18k.htm,PENDING,,,PENDING
IDENTITY-0001193125-18-131673,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-18-131673,0000927653,0001193125-18-131673,2018-04-25,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/927653/000119312518131673/d575359d8k.htm,PENDING,,,PENDING
IDENTITY-0000079879-18-000022,P1_TEN_YEAR_WINDOW,SEC8K-0000079879-18-000022,0000079879,0000079879-18-000022,2018-04-27,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/79879/000007987918000022/form8-kapril2018restructur.htm,PENDING,,,PENDING
IDENTITY-0000079879-18-000027,P1_TEN_YEAR_WINDOW,SEC8K-0000079879-18-000027,0000079879,0000079879-18-000027,2018-05-10,4.02,UNMAPPED,https://www.sec.gov/Archives/edgar/data/79879/000007987918000027/ppgform8-kmay102018.htm,PENDING,,,PENDING
IDENTITY-0000092122-18-000031,P1_TEN_YEAR_WINDOW,SEC8K-0000092122-18-000031,0000092122,0000092122-18-000031,2018-05-21,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/92122/000009212218000031/so8kflamingo.htm,PENDING,,,PENDING
IDENTITY-0000047217-18-000020,P1_TEN_YEAR_WINDOW,SEC8K-0000047217-18-000020,0000047217,0000047217-18-000020,2018-05-29,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/47217/000004721718000020/hp-form8xkfy18q2.htm,PENDING,,,PENDING
IDENTITY-0001193125-18-176815,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-18-176815,0001048911,0001193125-18-176815,2018-05-29,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1048911/000119312518176815/d571099d8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-18-184011,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-18-184011,0000804328,0001193125-18-184011,2018-06-05,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/804328/000119312518184011/d589600d8k.htm,PENDING,,,PENDING
IDENTITY-0000950142-18-001353,P1_TEN_YEAR_WINDOW,SEC8K-0000950142-18-001353,0001037038,0000950142-18-001353,2018-06-07,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1037038/000095014218001353/eh1800783_8k.htm,PENDING,,,PENDING
IDENTITY-0001104659-18-041818,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-18-041818,0000001800,0001104659-18-041818,2018-06-22,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1800/000110465918041818/a18-15675_18k.htm,PENDING,,,PENDING
IDENTITY-0000079879-18-000041,P1_TEN_YEAR_WINDOW,SEC8K-0000079879-18-000041,0000079879,0000079879-18-000041,2018-06-28,4.02,UNMAPPED,https://www.sec.gov/Archives/edgar/data/79879/000007987918000041/ppgform8-kjune282018.htm,PENDING,,,PENDING
IDENTITY-0000086521-18-000047,P1_TEN_YEAR_WINDOW,SEC8K-0000086521-18-000047,0001032208,0000086521-18-000047,2018-06-28,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1032208/000008652118000047/sre20180625form8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-18-206319,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-18-206319,0001058090,0001193125-18-206319,2018-06-28,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1058090/000119312518206319/d656360d8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-18-214186,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-18-214186,0001000228,0001193125-18-214186,2018-07-09,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1000228/000119312518214186/d671401d8k.htm,PENDING,,,PENDING
IDENTITY-0001048695-18-000023,P1_TEN_YEAR_WINDOW,SEC8K-0001048695-18-000023,0001048695,0001048695-18-000023,2018-07-25,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1048695/000104869518000023/ffiv8-k6302018.htm,PENDING,,,PENDING
IDENTITY-0001558370-18-005930,P1_TEN_YEAR_WINDOW,SEC8K-0001558370-18-005930,0000031462,0001558370-18-005930,2018-07-31,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/31462/000155837018005930/f8-k.htm,PENDING,,,PENDING
IDENTITY-0000947871-18-000615,P1_TEN_YEAR_WINDOW,SEC8K-0000947871-18-000615,0001144519,0000947871-18-000615,2018-08-01,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1144519/000094787118000615/ss102211_8ka.htm,PENDING,,,PENDING
IDENTITY-0001104659-18-048772,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-18-048772,0000804328,0001104659-18-048772,2018-08-01,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/804328/000110465918048772/a18-17825_98k.htm,PENDING,,,PENDING
IDENTITY-0001193125-18-254569,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-18-254569,0000060667,0001193125-18-254569,2018-08-22,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/60667/000119312518254569/d609271d8k.htm,PENDING,,,PENDING
