ticker,signal_date,fold_id,business_state,business_month_end,outcome_end,immediate_entry_date,immediate_entry_price,scheduled_entry_date,scheduled_entry_price,immediate_terminal_base,scheduled_terminal_base,uplift_vs_cash_base,uplift_vs_scheduled_base,immediate_terminal_stress,scheduled_terminal_stress,uplift_vs_cash_stress,uplift_vs_scheduled_stress,immediate_sleeve_trough,immediate_total_position_trough
CRM,2024-04-30,F04,PASS,2024-03-31,2024-10-29,2024-05-01,264.7904357249058,2024-05-31,215.66509468054605,0.0556418626490696,0.06831626173543012,0.005641862649069594,-0.012674399086360526,0.05555827447283163,0.06821363340032431,0.00555827447283163,-0.012655358927492678,-0.1896142437601771,-0.009480712188008856
CRM,2025-02-28,F04,PASS,2025-01-31,2025-08-29,2025-03-03,297.53374771303146,2025-04-01,265.7638445954992,0.042636880371114884,0.047733772164977324,-0.007363119628885119,-0.00509689179386244,0.042572828973461735,0.047662063944398994,-0.007427171026538268,-0.005089234970937259,-0.2279338200601072,-0.01139669100300536
CVX,2018-02-28,F01,PASS,2018-01-31,2018-08-28,2018-03-01,78.26058557312325,2018-04-02,79.91660259794803,0.054640576919450776,0.053508325013297026,0.004640576919450773,0.00113225190615375,0.05455849292808454,0.0534279419511839,0.004558492928084537,0.0011305509769006378,0.0009864254951763574,4.932127475881787e-05
CVX,2018-10-31,F01,PASS,2018-09-30,2019-05-06,2018-11-01,79.87140409710574,2018-12-03,87.14628493208984,0.05394014975413294,0.049437282397385554,0.0039401497541329406,0.004502867356747389,0.053859117981843306,0.0493630150728026,0.0038591179818433033,0.004496102909040706,-0.08761744476906386,-0.004380872238453193
CVX,2020-01-31,F02,PASS,2019-12-31,2020-07-31,2020-02-03,80.30944901559725,2020-03-04,73.21065029213224,0.04022371827877776,0.04412397157295032,-0.00977628172122224,-0.0039002532941725537,0.040163292062034485,0.04405768618751274,-0.009836707937965518,-0.003894394125478255,-0.4871087475397782,-0.02435543737698891
CVX,2022-06-30,F03,PASS,2022-05-31,2022-12-29,2022-07-01,124.72015509143864,2022-08-02,136.8774107513968,0.061753129430571006,0.05626830488451436,0.011753129430571004,0.005484824546056644,0.06166036058315403,0.05618377563331079,0.011660360583154027,0.005476584949843238,-0.07271492554503067,-0.003635746277251534
CVX,2023-02-28,F03,PASS,2023-01-31,2023-08-29,2023-03-01,140.44618416127415,2023-03-30,141.60695390519226,0.050594746284476314,0.050180014881331,0.0005947462844763107,0.0004147314031453103,0.05051874015585666,0.05010463178436355,0.0005187401558566576,0.0004141083714931104,-0.05484134159479648,-0.002742067079739824
DIS,2018-03-29,F01,PASS,2018-02-28,2018-09-27,2018-04-02,94.4602359454819,2018-05-01,94.46021993194931,0.05829371602274594,0.05829372590508923,0.008293716022745937,-9.88234329091231e-09,0.05820614409081393,0.05820615395831144,0.008206144090813924,-9.867497513527113e-09,-0.015172655574448135,-0.0007586327787224068
DIS,2020-03-31,F02,PASS,2020-02-29,2020-09-29,2020-04-01,90.65415921999696,2020-05-01,103.12274243292275,0.06695823738309559,0.05886230883324134,0.016958237383095584,0.008095928549854248,0.0668576491446633,0.058773882730837876,0.016857649144663298,0.008083766413825424,0.004064142485828537,0.00020320712429142685
DUK,2018-01-31,F01,PASS,2017-12-31,2018-08-01,2018-02-01,55.508552044440655,2018-03-05,53.94756472354395,0.05290098492540025,0.054431689177847416,0.002900984925400245,-0.0015307042524471681,0.05282151424198703,0.05434991898879707,0.002821514241987025,-0.0015284047468100415,-0.057137825931784625,-0.0028568912965892313
DUK,2020-02-28,F02,PASS,2020-01-31,2020-08-27,2020-03-02,71.65294974807782,2020-03-31,64.39776693823981,0.044347157240243185,0.04934339776490554,-0.005652842759756818,-0.004996240524662354,0.04428053657338253,0.04926927147882907,-0.0057194634266174715,-0.004988734905446539,-0.3000545482589093,-0.015002727412945466
DUK,2022-09-30,F03,PASS,2022-08-31,2023-04-03,2022-10-03,81.62343158144687,2022-11-01,80.85439294078196,0.05129843004982771,0.05178635004376863,0.0012984300498277077,-0.000487919993940919,0.05122136680989307,0.051708553824373886,0.0012213668098930638,-0.00048718701448081936,-0.08987925892488946,-0.004493962946244473
EOG,2018-02-28,F01,PASS,2018-01-31,2018-08-28,2018-03-01,74.4549243635381,2018-04-02,76.75900857770105,0.05804356180150966,0.05630126136070509,0.008043561801509655,0.0017423004408045686,0.05795636566460203,0.05621668260052376,0.007956365664602026,0.0017396830640782693,-0.03261597354771251,-0.0016307986773856254
